tree_type,canonical_scenario,scenario_family,scenario_family_detailed,is_ordered_prehashed,scale_size,scale_label,final_scale,prebuild_scale,measured_insert_scale,bucket_start_pct,bucket_end_pct,bucket_mid_pct,run_count,avg_duration_ns,avg_duration_ns_p10,avg_duration_ns_p90,sample_count,sample_count_p10,sample_count_p90
avlhashtree,insert_only_build_700k,insert_only_build,insert_only_build,False,700000,700K,700000,0,700000,40,50,45.0,10,3363.0,3300.9,3559.7999999999997,70000,70000,70000
avlhashtree,prehashed_ordered_insert_only_700k,insert_only_build,prehashed_ordered_insert_only,True,700000,700K,700000,0,700000,40,50,45.0,10,2629.0,2568.9,2676.3,70000,70000,70000
avlhashtree,build_700k_then_add_140k_new,build_then_add_new,build_then_add_new,False,700000,700K,840000,700000,140000,40,50,45.0,10,4419.5,4374.5,4740.9,14000,14000,14000
avlhashtree,build_700k_then_reinsert_140k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,700000,700K,700000,700000,140000,40,50,45.0,10,3445.0,3341.0,3541.7,14000,14000,14000
avlhashtree,insert_only_build_700k,insert_only_build,insert_only_build,False,700000,700K,700000,0,700000,50,60,55.0,10,3596.5,3531.6,3794.5,70000,70000,70000
avlhashtree,prehashed_ordered_insert_only_700k,insert_only_build,prehashed_ordered_insert_only,True,700000,700K,700000,0,700000,50,60,55.0,10,2704.5,2640.0,2738.0,70000,70000,70000
avlhashtree,build_700k_then_add_140k_new,build_then_add_new,build_then_add_new,False,700000,700K,840000,700000,140000,50,60,55.0,10,4365.0,4271.9,4677.9,14000,14000,14000
avlhashtree,build_700k_then_reinsert_140k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,700000,700K,700000,700000,140000,50,60,55.0,10,3469.0,3369.0,3533.8,14000,14000,14000
avlhashtree,insert_only_build_700k,insert_only_build,insert_only_build,False,700000,700K,700000,0,700000,60,70,65.0,10,3737.0,3689.7,4009.4,70000,70000,70000
avlhashtree,prehashed_ordered_insert_only_700k,insert_only_build,prehashed_ordered_insert_only,True,700000,700K,700000,0,700000,60,70,65.0,10,2749.0,2687.2,2793.0,70000,70000,70000
avlhashtree,build_700k_then_add_140k_new,build_then_add_new,build_then_add_new,False,700000,700K,840000,700000,140000,60,70,65.0,10,4417.0,4202.3,4755.4,14000,14000,14000
avlhashtree,build_700k_then_reinsert_140k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,700000,700K,700000,700000,140000,60,70,65.0,10,3420.0,3386.8,3526.7,14000,14000,14000
avlhashtree,insert_only_build_700k,insert_only_build,insert_only_build,False,700000,700K,700000,0,700000,70,80,75.0,10,3939.5,3836.6,4132.2,70000,70000,70000
avlhashtree,prehashed_ordered_insert_only_700k,insert_only_build,prehashed_ordered_insert_only,True,700000,700K,700000,0,700000,70,80,75.0,10,2722.5,2656.7,2760.5,70000,70000,70000
avlhashtree,build_700k_then_add_140k_new,build_then_add_new,build_then_add_new,False,700000,700K,840000,700000,140000,70,80,75.0,10,4440.5,4202.4,4866.4,14000,14000,14000
avlhashtree,build_700k_then_reinsert_140k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,700000,700K,700000,700000,140000,70,80,75.0,10,3460.0,3434.4,3542.6,14000,14000,14000
avlhashtree,insert_only_build_700k,insert_only_build,insert_only_build,False,700000,700K,700000,0,700000,80,90,85.0,10,4040.0,3983.9,4208.4,70000,70000,70000
avlhashtree,prehashed_ordered_insert_only_700k,insert_only_build,prehashed_ordered_insert_only,True,700000,700K,700000,0,700000,80,90,85.0,10,2771.0,2742.5,2847.5,70000,70000,70000
avlhashtree,build_700k_then_add_140k_new,build_then_add_new,build_then_add_new,False,700000,700K,840000,700000,140000,80,90,85.0,10,4435.5,4186.2,4992.2,14000,14000,14000
avlhashtree,build_700k_then_reinsert_140k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,700000,700K,700000,700000,140000,80,90,85.0,10,3508.0,3476.9,3607.6,14000,14000,14000
avlhashtree,insert_only_build_700k,insert_only_build,insert_only_build,False,700000,700K,700000,0,700000,90,100,95.0,10,4123.5,4004.7,4229.5,70000,70000,70000
avlhashtree,prehashed_ordered_insert_only_700k,insert_only_build,prehashed_ordered_insert_only,True,700000,700K,700000,0,700000,90,100,95.0,10,2770.0,2748.1,2811.3,70000,70000,70000
avlhashtree,build_700k_then_add_140k_new,build_then_add_new,build_then_add_new,False,700000,700K,840000,700000,140000,90,100,95.0,10,4504.0,4219.6,4971.7,14000,14000,14000
avlhashtree,build_700k_then_reinsert_140k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,700000,700K,700000,700000,140000,90,100,95.0,10,3577.5,3495.5,3642.6,14000,14000,14000
avlhashtree,insert_only_build_900k,insert_only_build,insert_only_build,False,900000,900K,900000,0,900000,0,10,5.0,10,2479.5,2405.6,2565.5,90000,90000,90000
avlhashtree,prehashed_ordered_insert_only_900k,insert_only_build,prehashed_ordered_insert_only,True,900000,900K,900000,0,900000,0,10,5.0,10,2292.5,2246.3,2351.6,90000,90000,90000
avlhashtree,build_900k_then_add_180k_new,build_then_add_new,build_then_add_new,False,900000,900K,1080000,900000,180000,0,10,5.0,10,5582.0,5309.7,5767.599999999999,18000,18000,18000
avlhashtree,build_900k_then_reinsert_180k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,900000,900K,900000,900000,180000,0,10,5.0,10,3321.5,3243.1,3398.1,18000,18000,18000
avlhashtree,insert_only_build_900k,insert_only_build,insert_only_build,False,900000,900K,900000,0,900000,10,20,15.0,10,2921.0,2795.0,3092.1,90000,90000,90000
avlhashtree,prehashed_ordered_insert_only_900k,insert_only_build,prehashed_ordered_insert_only,True,900000,900K,900000,0,900000,10,20,15.0,10,2525.5,2491.4,2586.9,90000,90000,90000
avlhashtree,build_900k_then_add_180k_new,build_then_add_new,build_then_add_new,False,900000,900K,1080000,900000,180000,10,20,15.0,10,5011.0,4884.4,5249.7,18000,18000,18000
avlhashtree,build_900k_then_reinsert_180k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,900000,900K,900000,900000,180000,10,20,15.0,10,3452.5,3418.4,3517.3,18000,18000,18000
avlhashtree,insert_only_build_900k,insert_only_build,insert_only_build,False,900000,900K,900000,0,900000,20,30,25.0,10,3215.0,3041.7,3560.0,90000,90000,90000
avlhashtree,prehashed_ordered_insert_only_900k,insert_only_build,prehashed_ordered_insert_only,True,900000,900K,900000,0,900000,20,30,25.0,10,2526.0,2451.1,2565.0,90000,90000,90000
avlhashtree,build_900k_then_add_180k_new,build_then_add_new,build_then_add_new,False,900000,900K,1080000,900000,180000,20,30,25.0,10,5035.0,4790.0,5426.8,18000,18000,18000
avlhashtree,build_900k_then_reinsert_180k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,900000,900K,900000,900000,180000,20,30,25.0,10,3495.0,3460.9,3565.6,18000,18000,18000
avlhashtree,insert_only_build_900k,insert_only_build,insert_only_build,False,900000,900K,900000,0,900000,30,40,35.0,10,3441.0,3283.6,3825.3,90000,90000,90000
avlhashtree,prehashed_ordered_insert_only_900k,insert_only_build,prehashed_ordered_insert_only,True,900000,900K,900000,0,900000,30,40,35.0,10,2677.5,2616.8,2712.0,90000,90000,90000
avlhashtree,build_900k_then_add_180k_new,build_then_add_new,build_then_add_new,False,900000,900K,1080000,900000,180000,30,40,35.0,10,4751.5,4625.3,4884.5,18000,18000,18000
avlhashtree,build_900k_then_reinsert_180k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,900000,900K,900000,900000,180000,30,40,35.0,10,3571.0,3512.0,3648.9,18000,18000,18000
avlhashtree,insert_only_build_900k,insert_only_build,insert_only_build,False,900000,900K,900000,0,900000,40,50,45.0,10,3783.0,3672.6,3977.1,90000,90000,90000
avlhashtree,prehashed_ordered_insert_only_900k,insert_only_build,prehashed_ordered_insert_only,True,900000,900K,900000,0,900000,40,50,45.0,10,2642.5,2565.7,2700.4,90000,90000,90000
avlhashtree,build_900k_then_add_180k_new,build_then_add_new,build_then_add_new,False,900000,900K,1080000,900000,180000,40,50,45.0,10,4688.5,4574.7,4946.1,18000,18000,18000
avlhashtree,build_900k_then_reinsert_180k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,900000,900K,900000,900000,180000,40,50,45.0,10,3542.5,3463.9,3616.2,18000,18000,18000
avlhashtree,insert_only_build_900k,insert_only_build,insert_only_build,False,900000,900K,900000,0,900000,50,60,55.0,10,3778.0,3677.1,4194.9,90000,90000,90000
avlhashtree,prehashed_ordered_insert_only_900k,insert_only_build,prehashed_ordered_insert_only,True,900000,900K,900000,0,900000,50,60,55.0,10,2694.5,2643.0,2817.1,90000,90000,90000
avlhashtree,build_900k_then_add_180k_new,build_then_add_new,build_then_add_new,False,900000,900K,1080000,900000,180000,50,60,55.0,10,4627.0,4556.0,4748.1,18000,18000,18000
avlhashtree,build_900k_then_reinsert_180k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,900000,900K,900000,900000,180000,50,60,55.0,10,3624.5,3504.1,3678.0,18000,18000,18000
avlhashtree,insert_only_build_900k,insert_only_build,insert_only_build,False,900000,900K,900000,0,900000,60,70,65.0,10,3982.0,3860.5,4078.7000000000003,90000,90000,90000
avlhashtree,prehashed_ordered_insert_only_900k,insert_only_build,prehashed_ordered_insert_only,True,900000,900K,900000,0,900000,60,70,65.0,10,2845.5,2753.2,2877.1,90000,90000,90000
avlhashtree,build_900k_then_add_180k_new,build_then_add_new,build_then_add_new,False,900000,900K,1080000,900000,180000,60,70,65.0,10,4722.0,4588.7,4886.1,18000,18000,18000
avlhashtree,build_900k_then_reinsert_180k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,900000,900K,900000,900000,180000,60,70,65.0,10,3706.0,3560.7,3855.8,18000,18000,18000
avlhashtree,insert_only_build_900k,insert_only_build,insert_only_build,False,900000,900K,900000,0,900000,70,80,75.0,10,4171.0,3896.4,4602.4,90000,90000,90000
avlhashtree,prehashed_ordered_insert_only_900k,insert_only_build,prehashed_ordered_insert_only,True,900000,900K,900000,0,900000,70,80,75.0,10,2771.5,2717.9,2848.0,90000,90000,90000
avlhashtree,build_900k_then_add_180k_new,build_then_add_new,build_then_add_new,False,900000,900K,1080000,900000,180000,70,80,75.0,10,4710.0,4591.1,4941.099999999999,18000,18000,18000
avlhashtree,build_900k_then_reinsert_180k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,900000,900K,900000,900000,180000,70,80,75.0,10,3734.0,3630.7,3875.2,18000,18000,18000
avlhashtree,insert_only_build_900k,insert_only_build,insert_only_build,False,900000,900K,900000,0,900000,80,90,85.0,10,4501.5,4350.0,5007.3,90000,90000,90000
avlhashtree,prehashed_ordered_insert_only_900k,insert_only_build,prehashed_ordered_insert_only,True,900000,900K,900000,0,900000,80,90,85.0,10,2767.5,2716.8,2840.2,90000,90000,90000
avlhashtree,build_900k_then_add_180k_new,build_then_add_new,build_then_add_new,False,900000,900K,1080000,900000,180000,80,90,85.0,10,4755.5,4552.7,4949.9,18000,18000,18000
avlhashtree,build_900k_then_reinsert_180k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,900000,900K,900000,900000,180000,80,90,85.0,10,3824.0,3707.7,3901.2,18000,18000,18000
avlhashtree,insert_only_build_900k,insert_only_build,insert_only_build,False,900000,900K,900000,0,900000,90,100,95.0,10,4540.5,4230.7,4750.5,90000,90000,90000
avlhashtree,prehashed_ordered_insert_only_900k,insert_only_build,prehashed_ordered_insert_only,True,900000,900K,900000,0,900000,90,100,95.0,10,2771.0,2715.9,2839.2,90000,90000,90000
avlhashtree,build_900k_then_add_180k_new,build_then_add_new,build_then_add_new,False,900000,900K,1080000,900000,180000,90,100,95.0,10,4743.0,4548.9,5406.8,18000,18000,18000
avlhashtree,build_900k_then_reinsert_180k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,900000,900K,900000,900000,180000,90,100,95.0,10,3868.0,3684.5,3950.0,18000,18000,18000
avlhashtree,insert_only_build_1m,insert_only_build,insert_only_build,False,1000000,1M,1000000,0,1000000,0,10,5.0,10,2504.5,2408.9,2545.0,100000,100000,100000
avlhashtree,prehashed_ordered_insert_only_1m,insert_only_build,prehashed_ordered_insert_only,True,1000000,1M,1000000,0,1000000,0,10,5.0,10,2303.0,2260.6,2364.4,100000,100000,100000
avlhashtree,build_1m_then_add_200k_new,build_then_add_new,build_then_add_new,False,1000000,1M,1200000,1000000,200000,0,10,5.0,10,5475.5,5406.5,5740.1,20000,20000,20000
avlhashtree,build_1m_then_reinsert_200k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,1000000,1M,1000000,1000000,200000,0,10,5.0,10,3359.5,3282.1,3451.7,20000,20000,20000
avlhashtree,insert_only_build_1m,insert_only_build,insert_only_build,False,1000000,1M,1000000,0,1000000,10,20,15.0,10,2966.0,2781.6,3018.3,100000,100000,100000
avlhashtree,prehashed_ordered_insert_only_1m,insert_only_build,prehashed_ordered_insert_only,True,1000000,1M,1000000,0,1000000,10,20,15.0,10,2554.0,2487.3,2576.1,100000,100000,100000
avlhashtree,build_1m_then_add_200k_new,build_then_add_new,build_then_add_new,False,1000000,1M,1200000,1000000,200000,10,20,15.0,10,5003.5,4881.9,5348.4,20000,20000,20000
avlhashtree,build_1m_then_reinsert_200k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,1000000,1M,1000000,1000000,200000,10,20,15.0,10,3504.0,3379.9,3557.0,20000,20000,20000
avlhashtree,insert_only_build_1m,insert_only_build,insert_only_build,False,1000000,1M,1000000,0,1000000,20,30,25.0,10,3210.0,3049.7,3272.0,100000,100000,100000
avlhashtree,prehashed_ordered_insert_only_1m,insert_only_build,prehashed_ordered_insert_only,True,1000000,1M,1000000,0,1000000,20,30,25.0,10,2528.5,2477.5,2570.6,100000,100000,100000
avlhashtree,build_1m_then_add_200k_new,build_then_add_new,build_then_add_new,False,1000000,1M,1200000,1000000,200000,20,30,25.0,10,5033.0,4787.5,5533.9,20000,20000,20000
avlhashtree,build_1m_then_reinsert_200k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,1000000,1M,1000000,1000000,200000,20,30,25.0,10,3572.0,3463.9,3722.7,20000,20000,20000
avlhashtree,insert_only_build_1m,insert_only_build,insert_only_build,False,1000000,1M,1000000,0,1000000,30,40,35.0,10,3435.5,3359.6,3564.4,100000,100000,100000
avlhashtree,prehashed_ordered_insert_only_1m,insert_only_build,prehashed_ordered_insert_only,True,1000000,1M,1000000,0,1000000,30,40,35.0,10,2668.0,2610.8,2714.7,100000,100000,100000
avlhashtree,build_1m_then_add_200k_new,build_then_add_new,build_then_add_new,False,1000000,1M,1200000,1000000,200000,30,40,35.0,10,5004.0,4749.1,5413.0,20000,20000,20000
avlhashtree,build_1m_then_reinsert_200k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,1000000,1M,1000000,1000000,200000,30,40,35.0,10,3621.0,3518.4,3791.9,20000,20000,20000
avlhashtree,insert_only_build_1m,insert_only_build,insert_only_build,False,1000000,1M,1000000,0,1000000,40,50,45.0,10,3839.5,3620.1,3960.7,100000,100000,100000
avlhashtree,prehashed_ordered_insert_only_1m,insert_only_build,prehashed_ordered_insert_only,True,1000000,1M,1000000,0,1000000,40,50,45.0,10,2634.0,2573.4,2655.8,100000,100000,100000
avlhashtree,build_1m_then_add_200k_new,build_then_add_new,build_then_add_new,False,1000000,1M,1200000,1000000,200000,40,50,45.0,10,4867.5,4604.8,5152.099999999999,20000,20000,20000
avlhashtree,build_1m_then_reinsert_200k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,1000000,1M,1000000,1000000,200000,40,50,45.0,10,3676.0,3592.9,3884.7,20000,20000,20000
avlhashtree,insert_only_build_1m,insert_only_build,insert_only_build,False,1000000,1M,1000000,0,1000000,50,60,55.0,10,4006.0,3790.4,4179.5,100000,100000,100000
avlhashtree,prehashed_ordered_insert_only_1m,insert_only_build,prehashed_ordered_insert_only,True,1000000,1M,1000000,0,1000000,50,60,55.0,10,2773.5,2680.6,2827.9,100000,100000,100000
avlhashtree,build_1m_then_add_200k_new,build_then_add_new,build_then_add_new,False,1000000,1M,1200000,1000000,200000,50,60,55.0,10,4820.5,4574.2,5074.9,20000,20000,20000
avlhashtree,build_1m_then_reinsert_200k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,1000000,1M,1000000,1000000,200000,50,60,55.0,10,3690.0,3600.4,3829.3,20000,20000,20000
avlhashtree,insert_only_build_1m,insert_only_build,insert_only_build,False,1000000,1M,1000000,0,1000000,60,70,65.0,10,4154.0,4041.2000000000003,4309.5,100000,100000,100000
avlhashtree,prehashed_ordered_insert_only_1m,insert_only_build,prehashed_ordered_insert_only,True,1000000,1M,1000000,0,1000000,60,70,65.0,10,2808.5,2779.1,2879.5,100000,100000,100000
avlhashtree,build_1m_then_add_200k_new,build_then_add_new,build_then_add_new,False,1000000,1M,1200000,1000000,200000,60,70,65.0,10,4890.0,4614.9,5036.0,20000,20000,20000
avlhashtree,build_1m_then_reinsert_200k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,1000000,1M,1000000,1000000,200000,60,70,65.0,10,3712.0,3623.9,3843.2,20000,20000,20000
avlhashtree,insert_only_build_1m,insert_only_build,insert_only_build,False,1000000,1M,1000000,0,1000000,70,80,75.0,10,4398.0,4249.8,4626.7,100000,100000,100000
avlhashtree,prehashed_ordered_insert_only_1m,insert_only_build,prehashed_ordered_insert_only,True,1000000,1M,1000000,0,1000000,70,80,75.0,10,2763.5,2721.1,2788.4,100000,100000,100000
avlhashtree,build_1m_then_add_200k_new,build_then_add_new,build_then_add_new,False,1000000,1M,1200000,1000000,200000,70,80,75.0,10,4803.0,4622.3,5097.3,20000,20000,20000
avlhashtree,build_1m_then_reinsert_200k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,1000000,1M,1000000,1000000,200000,70,80,75.0,10,3797.5,3697.5,3860.3,20000,20000,20000
avlhashtree,insert_only_build_1m,insert_only_build,insert_only_build,False,1000000,1M,1000000,0,1000000,80,90,85.0,10,4322.0,4152.0,4547.3,100000,100000,100000
avlhashtree,prehashed_ordered_insert_only_1m,insert_only_build,prehashed_ordered_insert_only,True,1000000,1M,1000000,0,1000000,80,90,85.0,10,2766.0,2697.6,2786.1,100000,100000,100000
avlhashtree,build_1m_then_add_200k_new,build_then_add_new,build_then_add_new,False,1000000,1M,1200000,1000000,200000,80,90,85.0,10,5016.5,4680.0,6376.7,20000,20000,20000
avlhashtree,build_1m_then_reinsert_200k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,1000000,1M,1000000,1000000,200000,80,90,85.0,10,3849.0,3799.5,3994.1,20000,20000,20000
avlhashtree,insert_only_build_1m,insert_only_build,insert_only_build,False,1000000,1M,1000000,0,1000000,90,100,95.0,10,4468.0,4346.6,4721.2,100000,100000,100000
avlhashtree,prehashed_ordered_insert_only_1m,insert_only_build,prehashed_ordered_insert_only,True,1000000,1M,1000000,0,1000000,90,100,95.0,10,2771.5,2701.2,2819.6,100000,100000,100000
avlhashtree,build_1m_then_add_200k_new,build_then_add_new,build_then_add_new,False,1000000,1M,1200000,1000000,200000,90,100,95.0,10,4891.5,4674.4,5051.2,20000,20000,20000
avlhashtree,build_1m_then_reinsert_200k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,1000000,1M,1000000,1000000,200000,90,100,95.0,10,3901.0,3811.4,4006.2,20000,20000,20000
avlhashtree,insert_only_build_2m,insert_only_build,insert_only_build,False,2000000,2M,2000000,0,2000000,0,10,5.0,10,2738.5,2605.8,2778.7,200000,200000,200000
avlhashtree,prehashed_ordered_insert_only_2m,insert_only_build,prehashed_ordered_insert_only,True,2000000,2M,2000000,0,2000000,0,10,5.0,10,2425.5,2369.7,2481.9,200000,200000,200000
avlhashtree,build_2m_then_add_400k_new,build_then_add_new,build_then_add_new,False,2000000,2M,2400000,2000000,400000,0,10,5.0,10,6065.5,5930.3,6230.5,40000,40000,40000
avlhashtree,build_2m_then_reinsert_400k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,2000000,2M,2000000,2000000,400000,0,10,5.0,10,3737.0,3677.4,3807.6,40000,40000,40000
avlhashtree,insert_only_build_2m,insert_only_build,insert_only_build,False,2000000,2M,2000000,0,2000000,10,20,15.0,10,3317.0,3184.1,3435.1,200000,200000,200000
avlhashtree,prehashed_ordered_insert_only_2m,insert_only_build,prehashed_ordered_insert_only,True,2000000,2M,2000000,0,2000000,10,20,15.0,10,2647.5,2598.6,2683.2,200000,200000,200000
avlhashtree,build_2m_then_add_400k_new,build_then_add_new,build_then_add_new,False,2000000,2M,2400000,2000000,400000,10,20,15.0,10,5576.5,5439.6,5776.0,40000,40000,40000
avlhashtree,build_2m_then_reinsert_400k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,2000000,2M,2000000,2000000,400000,10,20,15.0,10,3911.5,3845.4,4016.5000000000005,40000,40000,40000
avlhashtree,insert_only_build_2m,insert_only_build,insert_only_build,False,2000000,2M,2000000,0,2000000,20,30,25.0,10,3911.5,3684.7,4153.3,200000,200000,200000
avlhashtree,prehashed_ordered_insert_only_2m,insert_only_build,prehashed_ordered_insert_only,True,2000000,2M,2000000,0,2000000,20,30,25.0,10,2649.0,2571.1,2680.6,200000,200000,200000
avlhashtree,build_2m_then_add_400k_new,build_then_add_new,build_then_add_new,False,2000000,2M,2400000,2000000,400000,20,30,25.0,10,5603.5,5508.5,5810.3,40000,40000,40000
avlhashtree,build_2m_then_reinsert_400k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,2000000,2M,2000000,2000000,400000,20,30,25.0,10,4044.5,3933.3,4154.7,40000,40000,40000
avlhashtree,insert_only_build_2m,insert_only_build,insert_only_build,False,2000000,2M,2000000,0,2000000,30,40,35.0,10,4431.0,4204.7,4672.1,200000,200000,200000
avlhashtree,prehashed_ordered_insert_only_2m,insert_only_build,prehashed_ordered_insert_only,True,2000000,2M,2000000,0,2000000,30,40,35.0,10,2819.0,2739.5,2858.1,200000,200000,200000
avlhashtree,build_2m_then_add_400k_new,build_then_add_new,build_then_add_new,False,2000000,2M,2400000,2000000,400000,30,40,35.0,10,5649.5,5555.5,5819.8,40000,40000,40000
avlhashtree,build_2m_then_reinsert_400k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,2000000,2M,2000000,2000000,400000,30,40,35.0,10,4258.0,4062.9000000000005,4384.8,40000,40000,40000
avlhashtree,insert_only_build_2m,insert_only_build,insert_only_build,False,2000000,2M,2000000,0,2000000,40,50,45.0,10,4546.5,4361.0,4771.1,200000,200000,200000
avlhashtree,prehashed_ordered_insert_only_2m,insert_only_build,prehashed_ordered_insert_only,True,2000000,2M,2000000,0,2000000,40,50,45.0,10,2788.5,2729.9,2808.5,200000,200000,200000
avlhashtree,build_2m_then_add_400k_new,build_then_add_new,build_then_add_new,False,2000000,2M,2400000,2000000,400000,40,50,45.0,10,5786.0,5596.5,6126.4,40000,40000,40000
avlhashtree,build_2m_then_reinsert_400k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,2000000,2M,2000000,2000000,400000,40,50,45.0,10,4285.5,4146.7,4472.4,40000,40000,40000
avlhashtree,insert_only_build_2m,insert_only_build,insert_only_build,False,2000000,2M,2000000,0,2000000,50,60,55.0,10,4617.0,4506.6,4771.0,200000,200000,200000
avlhashtree,prehashed_ordered_insert_only_2m,insert_only_build,prehashed_ordered_insert_only,True,2000000,2M,2000000,0,2000000,50,60,55.0,10,2866.0,2800.8,2916.2,200000,200000,200000
avlhashtree,build_2m_then_add_400k_new,build_then_add_new,build_then_add_new,False,2000000,2M,2400000,2000000,400000,50,60,55.0,10,5641.0,5469.2,5824.099999999999,40000,40000,40000
avlhashtree,build_2m_then_reinsert_400k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,2000000,2M,2000000,2000000,400000,50,60,55.0,10,4380.5,4233.2,4565.4,40000,40000,40000
avlhashtree,insert_only_build_2m,insert_only_build,insert_only_build,False,2000000,2M,2000000,0,2000000,60,70,65.0,10,4967.0,4880.2,5176.099999999999,200000,200000,200000
avlhashtree,prehashed_ordered_insert_only_2m,insert_only_build,prehashed_ordered_insert_only,True,2000000,2M,2000000,0,2000000,60,70,65.0,10,2931.5,2869.3,2984.4,200000,200000,200000
avlhashtree,build_2m_then_add_400k_new,build_then_add_new,build_then_add_new,False,2000000,2M,2400000,2000000,400000,60,70,65.0,10,5535.5,5375.8,5768.7,40000,40000,40000
avlhashtree,build_2m_then_reinsert_400k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,2000000,2M,2000000,2000000,400000,60,70,65.0,10,4422.5,4254.6,4556.4,40000,40000,40000
avlhashtree,insert_only_build_2m,insert_only_build,insert_only_build,False,2000000,2M,2000000,0,2000000,70,80,75.0,10,5014.5,4890.0,5226.8,200000,200000,200000
avlhashtree,prehashed_ordered_insert_only_2m,insert_only_build,prehashed_ordered_insert_only,True,2000000,2M,2000000,0,2000000,70,80,75.0,10,2885.0,2828.4,2915.3,200000,200000,200000
avlhashtree,build_2m_then_add_400k_new,build_then_add_new,build_then_add_new,False,2000000,2M,2400000,2000000,400000,70,80,75.0,10,5569.5,5442.6,5710.8,40000,40000,40000
avlhashtree,build_2m_then_reinsert_400k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,2000000,2M,2000000,2000000,400000,70,80,75.0,10,4388.0,4305.9,4569.9,40000,40000,40000
avlhashtree,insert_only_build_2m,insert_only_build,insert_only_build,False,2000000,2M,2000000,0,2000000,80,90,85.0,10,5117.5,4927.5,5512.1,200000,200000,200000
avlhashtree,prehashed_ordered_insert_only_2m,insert_only_build,prehashed_ordered_insert_only,True,2000000,2M,2000000,0,2000000,80,90,85.0,10,2892.0,2845.3,2924.7,200000,200000,200000
avlhashtree,build_2m_then_add_400k_new,build_then_add_new,build_then_add_new,False,2000000,2M,2400000,2000000,400000,80,90,85.0,10,5578.5,5367.8,6026.8,40000,40000,40000
avlhashtree,build_2m_then_reinsert_400k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,2000000,2M,2000000,2000000,400000,80,90,85.0,10,4520.5,4428.0,4625.5,40000,40000,40000
avlhashtree,insert_only_build_2m,insert_only_build,insert_only_build,False,2000000,2M,2000000,0,2000000,90,100,95.0,10,5183.0,5134.3,5322.5,200000,200000,200000
avlhashtree,prehashed_ordered_insert_only_2m,insert_only_build,prehashed_ordered_insert_only,True,2000000,2M,2000000,0,2000000,90,100,95.0,10,2885.0,2827.5,2946.8,200000,200000,200000
avlhashtree,build_2m_then_add_400k_new,build_then_add_new,build_then_add_new,False,2000000,2M,2400000,2000000,400000,90,100,95.0,10,5555.5,5394.6,5945.8,40000,40000,40000
avlhashtree,build_2m_then_reinsert_400k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,2000000,2M,2000000,2000000,400000,90,100,95.0,10,4640.5,4473.8,4688.4,40000,40000,40000
avlhashtree,insert_only_build_5m,insert_only_build,insert_only_build,False,5000000,5M,5000000,0,5000000,0,10,5.0,10,3197.0,3161.3,3276.2,500000,500000,500000
avlhashtree,prehashed_ordered_insert_only_5m,insert_only_build,prehashed_ordered_insert_only,True,5000000,5M,5000000,0,5000000,0,10,5.0,10,2574.5,2532.4,2597.3,500000,500000,500000
avlhashtree,build_5m_then_add_1m_new,build_then_add_new,build_then_add_new,False,5000000,5M,6000000,5000000,1000000,0,10,5.0,10,6928.0,6822.6,7047.3,100000,100000,100000
avlhashtree,build_5m_then_reinsert_1m_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,5000000,5M,5000000,5000000,1000000,0,10,5.0,10,4301.0,4228.5,4367.2,100000,100000,100000
