tree_type,canonical_scenario,scenario_family,scenario_family_detailed,is_ordered_prehashed,scale_size,scale_label,final_scale,prebuild_scale,measured_insert_scale,bucket_start_pct,bucket_end_pct,bucket_mid_pct,run_count,avg_duration_ns,avg_duration_ns_p10,avg_duration_ns_p90,sample_count,sample_count_p10,sample_count_p90
avlhashtree,prehashed_ordered_insert_only_25m,insert_only_build,prehashed_ordered_insert_only,True,25000000,25M,25000000,0,25000000,70,80,75.0,10,3477.5,3416.1,3495.1,2500000,2500000,2500000
avlhashtree,build_25m_then_add_5m_new,build_then_add_new,build_then_add_new,False,25000000,25M,30000000,25000000,5000000,70,80,75.0,10,8768.5,8614.4,8986.8,500000,500000,500000
avlhashtree,build_25m_then_reinsert_5m_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,25000000,25M,25000000,25000000,5000000,70,80,75.0,10,7479.0,7397.3,7636.8,500000,500000,500000
avlhashtree,insert_only_build_25m,insert_only_build,insert_only_build,False,25000000,25M,25000000,0,25000000,80,90,85.0,10,8254.0,8009.4,8453.0,2500000,2500000,2500000
avlhashtree,prehashed_ordered_insert_only_25m,insert_only_build,prehashed_ordered_insert_only,True,25000000,25M,25000000,0,25000000,80,90,85.0,10,3475.0,3430.5,3523.2,2500000,2500000,2500000
avlhashtree,build_25m_then_add_5m_new,build_then_add_new,build_then_add_new,False,25000000,25M,30000000,25000000,5000000,80,90,85.0,10,8795.5,8492.1,8902.1,500000,500000,500000
avlhashtree,build_25m_then_reinsert_5m_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,25000000,25M,25000000,25000000,5000000,80,90,85.0,10,7568.5,7488.7,7681.2,500000,500000,500000
avlhashtree,insert_only_build_25m,insert_only_build,insert_only_build,False,25000000,25M,25000000,0,25000000,90,100,95.0,10,8572.0,8279.9,8676.6,2500000,2500000,2500000
avlhashtree,prehashed_ordered_insert_only_25m,insert_only_build,prehashed_ordered_insert_only,True,25000000,25M,25000000,0,25000000,90,100,95.0,10,3478.5,3402.6,3520.5,2500000,2500000,2500000
avlhashtree,build_25m_then_add_5m_new,build_then_add_new,build_then_add_new,False,25000000,25M,30000000,25000000,5000000,90,100,95.0,10,8766.0,8644.3,8866.3,500000,500000,500000
avlhashtree,build_25m_then_reinsert_5m_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,25000000,25M,25000000,25000000,5000000,90,100,95.0,10,7633.5,7492.3,7783.0,500000,500000,500000
smt,insert_only_build_10k,insert_only_build,insert_only_build,False,10000,10K,10000,0,10000,0,10,5.0,10,1741.5,1597.0,1975.1999999999998,1000,1000,1000
smt,prehashed_ordered_insert_only_10k,insert_only_build,prehashed_ordered_insert_only,True,10000,10K,10000,0,10000,0,10,5.0,10,1151.5,1127.4,1181.8,1000,1000,1000
smt,build_10k_then_add_2k_new,build_then_add_new,build_then_add_new,False,10000,10K,12000,10000,2000,0,10,5.0,10,2877.0,2788.0,3189.8999999999996,200,200,200
smt,build_10k_then_reinsert_2k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,10000,10K,10000,10000,2000,0,10,5.0,10,3009.5,2804.9,3216.7,200,200,200
smt,insert_only_build_10k,insert_only_build,insert_only_build,False,10000,10K,10000,0,10000,10,20,15.0,10,1940.0,1794.6,2087.9,1000,1000,1000
smt,prehashed_ordered_insert_only_10k,insert_only_build,prehashed_ordered_insert_only,True,10000,10K,10000,0,10000,10,20,15.0,10,1261.0,1223.6,1316.4,1000,1000,1000
smt,build_10k_then_add_2k_new,build_then_add_new,build_then_add_new,False,10000,10K,12000,10000,2000,10,20,15.0,10,2431.0,2295.2,2798.7,200,200,200
smt,build_10k_then_reinsert_2k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,10000,10K,10000,10000,2000,10,20,15.0,10,2420.5,2279.5,2636.6,200,200,200
smt,insert_only_build_10k,insert_only_build,insert_only_build,False,10000,10K,10000,0,10000,20,30,25.0,10,2002.5,1867.5,2239.9,1000,1000,1000
smt,prehashed_ordered_insert_only_10k,insert_only_build,prehashed_ordered_insert_only,True,10000,10K,10000,0,10000,20,30,25.0,10,1927.0,1810.5,2113.5,1000,1000,1000
smt,build_10k_then_add_2k_new,build_then_add_new,build_then_add_new,False,10000,10K,12000,10000,2000,20,30,25.0,10,2384.5,2271.4,2726.3,200,200,200
smt,build_10k_then_reinsert_2k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,10000,10K,10000,10000,2000,20,30,25.0,10,2266.5,2201.7,2502.2,200,200,200
smt,insert_only_build_10k,insert_only_build,insert_only_build,False,10000,10K,10000,0,10000,30,40,35.0,10,2814.0,2671.9,3025.2,1000,1000,1000
smt,prehashed_ordered_insert_only_10k,insert_only_build,prehashed_ordered_insert_only,True,10000,10K,10000,0,10000,30,40,35.0,10,1417.5,1331.0,1447.1,1000,1000,1000
smt,build_10k_then_add_2k_new,build_then_add_new,build_then_add_new,False,10000,10K,12000,10000,2000,30,40,35.0,10,2460.5,2341.6,2592.7999999999997,200,200,200
smt,build_10k_then_reinsert_2k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,10000,10K,10000,10000,2000,30,40,35.0,10,2315.5,2235.9,2547.6,200,200,200
smt,insert_only_build_10k,insert_only_build,insert_only_build,False,10000,10K,10000,0,10000,40,50,45.0,10,2247.0,2085.8,2438.5,1000,1000,1000
smt,prehashed_ordered_insert_only_10k,insert_only_build,prehashed_ordered_insert_only,True,10000,10K,10000,0,10000,40,50,45.0,10,1422.0,1341.0,1468.2,1000,1000,1000
smt,build_10k_then_add_2k_new,build_then_add_new,build_then_add_new,False,10000,10K,12000,10000,2000,40,50,45.0,10,2397.5,2303.7,2672.7999999999997,200,200,200
smt,build_10k_then_reinsert_2k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,10000,10K,10000,10000,2000,40,50,45.0,10,2303.5,2122.3,2471.7,200,200,200
smt,insert_only_build_10k,insert_only_build,insert_only_build,False,10000,10K,10000,0,10000,50,60,55.0,10,2285.5,2115.4,2575.8,1000,1000,1000
smt,prehashed_ordered_insert_only_10k,insert_only_build,prehashed_ordered_insert_only,True,10000,10K,10000,0,10000,50,60,55.0,10,1211.0,1186.8,1237.6,1000,1000,1000
smt,build_10k_then_add_2k_new,build_then_add_new,build_then_add_new,False,10000,10K,12000,10000,2000,50,60,55.0,10,2278.5,2227.9,2535.5,200,200,200
smt,build_10k_then_reinsert_2k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,10000,10K,10000,10000,2000,50,60,55.0,10,2260.5,2124.1,2437.3,200,200,200
smt,insert_only_build_10k,insert_only_build,insert_only_build,False,10000,10K,10000,0,10000,60,70,65.0,10,2624.0,2212.9,2746.7,1000,1000,1000
smt,prehashed_ordered_insert_only_10k,insert_only_build,prehashed_ordered_insert_only,True,10000,10K,10000,0,10000,60,70,65.0,10,2258.5,2068.7,2412.2999999999997,1000,1000,1000
smt,build_10k_then_add_2k_new,build_then_add_new,build_then_add_new,False,10000,10K,12000,10000,2000,60,70,65.0,10,2323.0,2212.9,2720.4,200,200,200
smt,build_10k_then_reinsert_2k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,10000,10K,10000,10000,2000,60,70,65.0,10,2206.5,2103.4,2315.5,200,200,200
smt,insert_only_build_10k,insert_only_build,insert_only_build,False,10000,10K,10000,0,10000,70,80,75.0,10,3034.0,2588.8,3774.7999999999997,1000,1000,1000
smt,prehashed_ordered_insert_only_10k,insert_only_build,prehashed_ordered_insert_only,True,10000,10K,10000,0,10000,70,80,75.0,10,1420.5,1292.6,1455.7,1000,1000,1000
smt,build_10k_then_add_2k_new,build_then_add_new,build_then_add_new,False,10000,10K,12000,10000,2000,70,80,75.0,10,2378.5,2284.5,2633.2,200,200,200
smt,build_10k_then_reinsert_2k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,10000,10K,10000,10000,2000,70,80,75.0,10,2128.0,2056.6,2417.0,200,200,200
smt,insert_only_build_10k,insert_only_build,insert_only_build,False,10000,10K,10000,0,10000,80,90,85.0,10,2425.0,2190.6,2747.0,1000,1000,1000
smt,prehashed_ordered_insert_only_10k,insert_only_build,prehashed_ordered_insert_only,True,10000,10K,10000,0,10000,80,90,85.0,10,1411.5,1350.8,1458.5,1000,1000,1000
smt,build_10k_then_add_2k_new,build_then_add_new,build_then_add_new,False,10000,10K,12000,10000,2000,80,90,85.0,10,2417.5,2213.1,2563.2,200,200,200
smt,build_10k_then_reinsert_2k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,10000,10K,10000,10000,2000,80,90,85.0,10,2171.5,2111.1,2309.8,200,200,200
smt,insert_only_build_10k,insert_only_build,insert_only_build,False,10000,10K,10000,0,10000,90,100,95.0,10,2565.5,2234.9,3702.299999999999,1000,1000,1000
smt,prehashed_ordered_insert_only_10k,insert_only_build,prehashed_ordered_insert_only,True,10000,10K,10000,0,10000,90,100,95.0,10,1488.0,1417.5,1544.0,1000,1000,1000
smt,build_10k_then_add_2k_new,build_then_add_new,build_then_add_new,False,10000,10K,12000,10000,2000,90,100,95.0,10,2279.5,2197.5,2512.2,200,200,200
smt,build_10k_then_reinsert_2k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,10000,10K,10000,10000,2000,90,100,95.0,10,2102.0,2071.1,2305.4,200,200,200
smt,insert_only_build_50k,insert_only_build,insert_only_build,False,50000,50K,50000,0,50000,0,10,5.0,10,2145.5,2041.5999999999997,2271.5,5000,5000,5000
smt,prehashed_ordered_insert_only_50k,insert_only_build,prehashed_ordered_insert_only,True,50000,50K,50000,0,50000,0,10,5.0,10,1438.5,1401.9,1449.4,5000,5000,5000
smt,build_50k_then_add_10k_new,build_then_add_new,build_then_add_new,False,50000,50K,60000,50000,10000,0,10,5.0,10,3747.5,3496.2,4563.4,1000,1000,1000
smt,build_50k_then_reinsert_10k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,50000,50K,50000,50000,10000,0,10,5.0,10,3794.0,3494.7,4108.1,1000,1000,1000
smt,insert_only_build_50k,insert_only_build,insert_only_build,False,50000,50K,50000,0,50000,10,20,15.0,10,2450.0,2356.2,2634.4,5000,5000,5000
smt,prehashed_ordered_insert_only_50k,insert_only_build,prehashed_ordered_insert_only,True,50000,50K,50000,0,50000,10,20,15.0,10,1597.0,1521.9,1624.1,5000,5000,5000
smt,build_50k_then_add_10k_new,build_then_add_new,build_then_add_new,False,50000,50K,60000,50000,10000,10,20,15.0,10,3370.0,3216.0,3979.4,1000,1000,1000
smt,build_50k_then_reinsert_10k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,50000,50K,50000,50000,10000,10,20,15.0,10,3299.5,3065.5,3482.9,1000,1000,1000
smt,insert_only_build_50k,insert_only_build,insert_only_build,False,50000,50K,50000,0,50000,20,30,25.0,10,2584.5,2435.4,2732.7,5000,5000,5000
smt,prehashed_ordered_insert_only_50k,insert_only_build,prehashed_ordered_insert_only,True,50000,50K,50000,0,50000,20,30,25.0,10,1642.0,1574.8,1667.2,5000,5000,5000
smt,build_50k_then_add_10k_new,build_then_add_new,build_then_add_new,False,50000,50K,60000,50000,10000,20,30,25.0,10,3404.5,3301.1,3763.8,1000,1000,1000
smt,build_50k_then_reinsert_10k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,50000,50K,50000,50000,10000,20,30,25.0,10,3227.5,3002.6,3333.2,1000,1000,1000
smt,insert_only_build_50k,insert_only_build,insert_only_build,False,50000,50K,50000,0,50000,30,40,35.0,10,2512.0,2418.5,2701.0,5000,5000,5000
smt,prehashed_ordered_insert_only_50k,insert_only_build,prehashed_ordered_insert_only,True,50000,50K,50000,0,50000,30,40,35.0,10,1481.0,1426.6,1642.5,5000,5000,5000
smt,build_50k_then_add_10k_new,build_then_add_new,build_then_add_new,False,50000,50K,60000,50000,10000,30,40,35.0,10,3381.0,3171.7,3642.2,1000,1000,1000
smt,build_50k_then_reinsert_10k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,50000,50K,50000,50000,10000,30,40,35.0,10,3117.5,3024.2,3344.7,1000,1000,1000
smt,insert_only_build_50k,insert_only_build,insert_only_build,False,50000,50K,50000,0,50000,40,50,45.0,10,2593.0,2494.2,2728.1,5000,5000,5000
smt,prehashed_ordered_insert_only_50k,insert_only_build,prehashed_ordered_insert_only,True,50000,50K,50000,0,50000,40,50,45.0,10,1830.0,1635.2,1883.0,5000,5000,5000
smt,build_50k_then_add_10k_new,build_then_add_new,build_then_add_new,False,50000,50K,60000,50000,10000,40,50,45.0,10,3320.5,3085.6,3377.5,1000,1000,1000
smt,build_50k_then_reinsert_10k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,50000,50K,50000,50000,10000,40,50,45.0,10,3041.5,2867.7,3162.7,1000,1000,1000
smt,insert_only_build_50k,insert_only_build,insert_only_build,False,50000,50K,50000,0,50000,50,60,55.0,10,2800.5,2654.6,2907.4,5000,5000,5000
smt,prehashed_ordered_insert_only_50k,insert_only_build,prehashed_ordered_insert_only,True,50000,50K,50000,0,50000,50,60,55.0,10,1350.0,1301.2,1365.2,5000,5000,5000
smt,build_50k_then_add_10k_new,build_then_add_new,build_then_add_new,False,50000,50K,60000,50000,10000,50,60,55.0,10,3259.0,3151.6,3507.7,1000,1000,1000
smt,build_50k_then_reinsert_10k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,50000,50K,50000,50000,10000,50,60,55.0,10,3104.0,2962.0,3216.9,1000,1000,1000
smt,insert_only_build_50k,insert_only_build,insert_only_build,False,50000,50K,50000,0,50000,60,70,65.0,10,2615.0,2513.0,2759.4,5000,5000,5000
smt,prehashed_ordered_insert_only_50k,insert_only_build,prehashed_ordered_insert_only,True,50000,50K,50000,0,50000,60,70,65.0,10,1757.0,1677.9,1808.5,5000,5000,5000
smt,build_50k_then_add_10k_new,build_then_add_new,build_then_add_new,False,50000,50K,60000,50000,10000,60,70,65.0,10,3319.5,3158.9,3381.9,1000,1000,1000
smt,build_50k_then_reinsert_10k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,50000,50K,50000,50000,10000,60,70,65.0,10,2950.0,2768.8,3051.2999999999997,1000,1000,1000
smt,insert_only_build_50k,insert_only_build,insert_only_build,False,50000,50K,50000,0,50000,70,80,75.0,10,2656.5,2593.1,2838.6,5000,5000,5000
smt,prehashed_ordered_insert_only_50k,insert_only_build,prehashed_ordered_insert_only,True,50000,50K,50000,0,50000,70,80,75.0,10,1483.0,1445.0,1506.0,5000,5000,5000
smt,build_50k_then_add_10k_new,build_then_add_new,build_then_add_new,False,50000,50K,60000,50000,10000,70,80,75.0,10,3317.0,3212.4,3474.0,1000,1000,1000
smt,build_50k_then_reinsert_10k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,50000,50K,50000,50000,10000,70,80,75.0,10,2954.0,2828.0,3096.2,1000,1000,1000
smt,insert_only_build_50k,insert_only_build,insert_only_build,False,50000,50K,50000,0,50000,80,90,85.0,10,2934.5,2664.8,3002.3,5000,5000,5000
smt,prehashed_ordered_insert_only_50k,insert_only_build,prehashed_ordered_insert_only,True,50000,50K,50000,0,50000,80,90,85.0,10,1521.0,1479.0,1535.1,5000,5000,5000
smt,build_50k_then_add_10k_new,build_then_add_new,build_then_add_new,False,50000,50K,60000,50000,10000,80,90,85.0,10,3216.5,3082.5,3402.0,1000,1000,1000
smt,build_50k_then_reinsert_10k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,50000,50K,50000,50000,10000,80,90,85.0,10,2918.5,2832.0,3047.6,1000,1000,1000
smt,insert_only_build_50k,insert_only_build,insert_only_build,False,50000,50K,50000,0,50000,90,100,95.0,10,3065.5,2786.5,3354.0,5000,5000,5000
smt,prehashed_ordered_insert_only_50k,insert_only_build,prehashed_ordered_insert_only,True,50000,50K,50000,0,50000,90,100,95.0,10,1619.0,1569.4,1643.2,5000,5000,5000
smt,build_50k_then_add_10k_new,build_then_add_new,build_then_add_new,False,50000,50K,60000,50000,10000,90,100,95.0,10,3052.0,2976.5,3166.3,1000,1000,1000
smt,build_50k_then_reinsert_10k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,50000,50K,50000,50000,10000,90,100,95.0,10,2917.0,2776.2,3045.4,1000,1000,1000
smt,insert_only_build_100k,insert_only_build,insert_only_build,False,100000,100K,100000,0,100000,0,10,5.0,10,2242.5,2165.6,2510.5,10000,10000,10000
smt,prehashed_ordered_insert_only_100k,insert_only_build,prehashed_ordered_insert_only,True,100000,100K,100000,0,100000,0,10,5.0,10,1542.5,1488.6,1645.0,10000,10000,10000
smt,build_100k_then_add_20k_new,build_then_add_new,build_then_add_new,False,100000,100K,120000,100000,20000,0,10,5.0,10,4398.5,4153.9,5166.0,2000,2000,2000
smt,build_100k_then_reinsert_20k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,100000,100K,100000,100000,20000,0,10,5.0,10,4502.0,4164.6,4806.6,2000,2000,2000
smt,insert_only_build_100k,insert_only_build,insert_only_build,False,100000,100K,100000,0,100000,10,20,15.0,10,2509.5,2407.9,2558.1,10000,10000,10000
smt,prehashed_ordered_insert_only_100k,insert_only_build,prehashed_ordered_insert_only,True,100000,100K,100000,0,100000,10,20,15.0,10,1554.0,1509.4,1581.2,10000,10000,10000
smt,build_100k_then_add_20k_new,build_then_add_new,build_then_add_new,False,100000,100K,120000,100000,20000,10,20,15.0,10,4043.5,3932.6,4467.8,2000,2000,2000
smt,build_100k_then_reinsert_20k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,100000,100K,100000,100000,20000,10,20,15.0,10,4032.5,3863.7,4125.7,2000,2000,2000
smt,insert_only_build_100k,insert_only_build,insert_only_build,False,100000,100K,100000,0,100000,20,30,25.0,10,2623.0,2541.0,2811.1,10000,10000,10000
smt,prehashed_ordered_insert_only_100k,insert_only_build,prehashed_ordered_insert_only,True,100000,100K,100000,0,100000,20,30,25.0,10,1594.0,1511.0,1634.1,10000,10000,10000
smt,build_100k_then_add_20k_new,build_then_add_new,build_then_add_new,False,100000,100K,120000,100000,20000,20,30,25.0,10,4029.4999999999995,3904.5,4320.5,2000,2000,2000
smt,build_100k_then_reinsert_20k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,100000,100K,100000,100000,20000,20,30,25.0,10,3868.0,3704.6,3947.3,2000,2000,2000
smt,insert_only_build_100k,insert_only_build,insert_only_build,False,100000,100K,100000,0,100000,30,40,35.0,10,2640.0,2508.5,2770.2,10000,10000,10000
smt,prehashed_ordered_insert_only_100k,insert_only_build,prehashed_ordered_insert_only,True,100000,100K,100000,0,100000,30,40,35.0,10,1689.5,1659.3,1726.1,10000,10000,10000
smt,build_100k_then_add_20k_new,build_then_add_new,build_then_add_new,False,100000,100K,120000,100000,20000,30,40,35.0,10,3858.5,3660.8,4014.2999999999997,2000,2000,2000
smt,build_100k_then_reinsert_20k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,100000,100K,100000,100000,20000,30,40,35.0,10,3737.0,3626.6,3829.6,2000,2000,2000
smt,insert_only_build_100k,insert_only_build,insert_only_build,False,100000,100K,100000,0,100000,40,50,45.0,10,2798.5,2642.8,2920.4,10000,10000,10000
smt,prehashed_ordered_insert_only_100k,insert_only_build,prehashed_ordered_insert_only,True,100000,100K,100000,0,100000,40,50,45.0,10,1643.0,1589.9,1683.7,10000,10000,10000
smt,build_100k_then_add_20k_new,build_then_add_new,build_then_add_new,False,100000,100K,120000,100000,20000,40,50,45.0,10,3653.0,3514.2,3905.4,2000,2000,2000
smt,build_100k_then_reinsert_20k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,100000,100K,100000,100000,20000,40,50,45.0,10,3684.5,3601.7,3801.7,2000,2000,2000
smt,insert_only_build_100k,insert_only_build,insert_only_build,False,100000,100K,100000,0,100000,50,60,55.0,10,3060.0,2862.8,3173.1,10000,10000,10000
smt,prehashed_ordered_insert_only_100k,insert_only_build,prehashed_ordered_insert_only,True,100000,100K,100000,0,100000,50,60,55.0,10,1398.5,1355.9,1413.4,10000,10000,10000
smt,build_100k_then_add_20k_new,build_then_add_new,build_then_add_new,False,100000,100K,120000,100000,20000,50,60,55.0,10,3647.0,3488.3,3756.0,2000,2000,2000
smt,build_100k_then_reinsert_20k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,100000,100K,100000,100000,20000,50,60,55.0,10,3606.0,3522.9,3684.6,2000,2000,2000
smt,insert_only_build_100k,insert_only_build,insert_only_build,False,100000,100K,100000,0,100000,60,70,65.0,10,3019.5,2846.9,3190.9,10000,10000,10000
smt,prehashed_ordered_insert_only_100k,insert_only_build,prehashed_ordered_insert_only,True,100000,100K,100000,0,100000,60,70,65.0,10,1737.0,1684.5,1767.3,10000,10000,10000
smt,build_100k_then_add_20k_new,build_then_add_new,build_then_add_new,False,100000,100K,120000,100000,20000,60,70,65.0,10,3569.5,3465.8,3733.5,2000,2000,2000
smt,build_100k_then_reinsert_20k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,100000,100K,100000,100000,20000,60,70,65.0,10,3529.0,3420.1,3573.2,2000,2000,2000
smt,insert_only_build_100k,insert_only_build,insert_only_build,False,100000,100K,100000,0,100000,70,80,75.0,10,3161.5,2942.2,3330.5,10000,10000,10000
smt,prehashed_ordered_insert_only_100k,insert_only_build,prehashed_ordered_insert_only,True,100000,100K,100000,0,100000,70,80,75.0,10,1553.5,1507.6,1598.1,10000,10000,10000
smt,build_100k_then_add_20k_new,build_then_add_new,build_then_add_new,False,100000,100K,120000,100000,20000,70,80,75.0,10,3676.0,3464.3,3784.4,2000,2000,2000
smt,build_100k_then_reinsert_20k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,100000,100K,100000,100000,20000,70,80,75.0,10,3359.5,3315.6,3528.5,2000,2000,2000
smt,insert_only_build_100k,insert_only_build,insert_only_build,False,100000,100K,100000,0,100000,80,90,85.0,10,3246.0,3015.6,3304.3,10000,10000,10000
smt,prehashed_ordered_insert_only_100k,insert_only_build,prehashed_ordered_insert_only,True,100000,100K,100000,0,100000,80,90,85.0,10,1578.0,1525.8,1598.8,10000,10000,10000
smt,build_100k_then_add_20k_new,build_then_add_new,build_then_add_new,False,100000,100K,120000,100000,20000,80,90,85.0,10,3584.0,3465.8,3735.4,2000,2000,2000
smt,build_100k_then_reinsert_20k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,100000,100K,100000,100000,20000,80,90,85.0,10,3329.0,3292.7,3412.3,2000,2000,2000
smt,insert_only_build_100k,insert_only_build,insert_only_build,False,100000,100K,100000,0,100000,90,100,95.0,10,3324.0,3182.5,3643.3,10000,10000,10000
smt,prehashed_ordered_insert_only_100k,insert_only_build,prehashed_ordered_insert_only,True,100000,100K,100000,0,100000,90,100,95.0,10,1678.5,1619.7,1696.8,10000,10000,10000
smt,build_100k_then_add_20k_new,build_then_add_new,build_then_add_new,False,100000,100K,120000,100000,20000,90,100,95.0,10,3619.0,3474.6,3755.5,2000,2000,2000
smt,build_100k_then_reinsert_20k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,100000,100K,100000,100000,20000,90,100,95.0,10,3334.0,3260.5,3385.5,2000,2000,2000
smt,insert_only_build_200k,insert_only_build,insert_only_build,False,200000,200K,200000,0,200000,0,10,5.0,10,2371.0,2212.4,2413.9,20000,20000,20000
smt,prehashed_ordered_insert_only_200k,insert_only_build,prehashed_ordered_insert_only,True,200000,200K,200000,0,200000,0,10,5.0,10,1446.5,1421.6,1494.0,20000,20000,20000
smt,build_200k_then_add_40k_new,build_then_add_new,build_then_add_new,False,200000,200K,240000,200000,40000,0,10,5.0,10,5694.0,5188.0,5767.6,4000,4000,4000
smt,build_200k_then_reinsert_40k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,200000,200K,200000,200000,40000,0,10,5.0,10,4804.5,4612.6,5113.7,4000,4000,4000
smt,insert_only_build_200k,insert_only_build,insert_only_build,False,200000,200K,200000,0,200000,10,20,15.0,10,2622.0,2531.5,2767.3,20000,20000,20000
smt,prehashed_ordered_insert_only_200k,insert_only_build,prehashed_ordered_insert_only,True,200000,200K,200000,0,200000,10,20,15.0,10,1588.5,1533.0,1631.1,20000,20000,20000
smt,build_200k_then_add_40k_new,build_then_add_new,build_then_add_new,False,200000,200K,240000,200000,40000,10,20,15.0,10,4950.5,4763.8,5105.5,4000,4000,4000
smt,build_200k_then_reinsert_40k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,200000,200K,200000,200000,40000,10,20,15.0,10,4331.0,4248.5,4584.9,4000,4000,4000
smt,insert_only_build_200k,insert_only_build,insert_only_build,False,200000,200K,200000,0,200000,20,30,25.0,10,2846.5,2692.1,2979.5,20000,20000,20000
smt,prehashed_ordered_insert_only_200k,insert_only_build,prehashed_ordered_insert_only,True,200000,200K,200000,0,200000,20,30,25.0,10,1649.5,1589.7,1703.1,20000,20000,20000
smt,build_200k_then_add_40k_new,build_then_add_new,build_then_add_new,False,200000,200K,240000,200000,40000,20,30,25.0,10,4687.5,4580.4,4883.9,4000,4000,4000
smt,build_200k_then_reinsert_40k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,200000,200K,200000,200000,40000,20,30,25.0,10,4149.0,4032.7999999999997,4319.2,4000,4000,4000
smt,insert_only_build_200k,insert_only_build,insert_only_build,False,200000,200K,200000,0,200000,30,40,35.0,10,2951.5,2744.3,3056.5,20000,20000,20000
smt,prehashed_ordered_insert_only_200k,insert_only_build,prehashed_ordered_insert_only,True,200000,200K,200000,0,200000,30,40,35.0,10,1605.0,1539.9,1652.0,20000,20000,20000
smt,build_200k_then_add_40k_new,build_then_add_new,build_then_add_new,False,200000,200K,240000,200000,40000,30,40,35.0,10,4529.5,4463.6,4739.9,4000,4000,4000
smt,build_200k_then_reinsert_40k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,200000,200K,200000,200000,40000,30,40,35.0,10,4036.0,3916.0,4157.0,4000,4000,4000
smt,insert_only_build_200k,insert_only_build,insert_only_build,False,200000,200K,200000,0,200000,40,50,45.0,10,3244.0,2994.3,3387.4,20000,20000,20000
smt,prehashed_ordered_insert_only_200k,insert_only_build,prehashed_ordered_insert_only,True,200000,200K,200000,0,200000,40,50,45.0,10,1851.5,1723.7,1892.0,20000,20000,20000
smt,build_200k_then_add_40k_new,build_then_add_new,build_then_add_new,False,200000,200K,240000,200000,40000,40,50,45.0,10,4456.0,4395.9,4620.7,4000,4000,4000
smt,build_200k_then_reinsert_40k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,200000,200K,200000,200000,40000,40,50,45.0,10,4004.5,3891.9,4096.5,4000,4000,4000
smt,insert_only_build_200k,insert_only_build,insert_only_build,False,200000,200K,200000,0,200000,50,60,55.0,10,3326.0,3004.3,3385.2999999999997,20000,20000,20000
smt,prehashed_ordered_insert_only_200k,insert_only_build,prehashed_ordered_insert_only,True,200000,200K,200000,0,200000,50,60,55.0,10,1478.5,1433.9,1532.1,20000,20000,20000
smt,build_200k_then_add_40k_new,build_then_add_new,build_then_add_new,False,200000,200K,240000,200000,40000,50,60,55.0,10,4327.0,4263.9,4442.3,4000,4000,4000
smt,build_200k_then_reinsert_40k_existing,build_then_reinsert_existing,build_then_reinsert_existing,False,200000,200K,200000,200000,40000,50,60,55.0,10,3957.5,3832.4,4063.2999999999997,4000,4000,4000
smt,insert_only_build_200k,insert_only_build,insert_only_build,False,200000,200K,200000,0,200000,60,70,65.0,10,3381.0,3211.2,3501.4,20000,20000,20000
smt,prehashed_ordered_insert_only_200k,insert_only_build,prehashed_ordered_insert_only,True,200000,200K,200000,0,200000,60,70,65.0,10,1564.5,1502.8,1605.4,20000,20000,20000
