TreeType,Scenario,PrebuildElements,FinalElements,InsertElements,InsertTime(ns),AvgPerBlock(ns),InsertTimeBuckets,MemAllocMB,TotalAllocMB,HeapObjects,InclusionProofTotal(ns),InclusionProofGen(ns),InclusionProofGenBuckets,InclusionProofSize(bytes),InclusionProofVerify(ns),ExclusionProofTotal(ns),ExclusionProofGen(ns),ExclusionProofGenBuckets,ExclusionProofSize(bytes),ExclusionProofVerify(ns),DeleteElements,DeleteTime(ns),AvgDeletePerBlock(ns),DeleteMemAllocMB,DeleteTotalAllocMB,DeleteHeapObjects
avlhashtree,build_100k_then_reinsert_20k_existing,100000,100000,20000,44081678,2204,"0-10%=1.95µs(n=2000)|10-20%=2.085µs(n=2000)|20-30%=2.151µs(n=2000)|30-40%=2.192µs(n=2000)|40-50%=2.236µs(n=2000)|50-60%=2.24µs(n=2000)|60-70%=2.283µs(n=2000)|70-80%=2.275µs(n=2000)|80-90%=2.295µs(n=2000)|90-100%=2.327µs(n=2000)",3.37,3.37,630928,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_200k_then_reinsert_40k_existing,200000,200000,40000,108949183,2723,"0-10%=2.468µs(n=4000)|10-20%=2.665µs(n=4000)|20-30%=2.72µs(n=4000)|30-40%=2.715µs(n=4000)|40-50%=2.7µs(n=4000)|50-60%=2.757µs(n=4000)|60-70%=2.754µs(n=4000)|70-80%=2.811µs(n=4000)|80-90%=2.818µs(n=4000)|90-100%=2.825µs(n=4000)",6.74,6.74,1260941,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_300k_then_reinsert_60k_existing,300000,300000,60000,169947779,2832,"0-10%=2.499µs(n=6000)|10-20%=2.627µs(n=6000)|20-30%=2.735µs(n=6000)|30-40%=2.808µs(n=6000)|40-50%=2.851µs(n=6000)|50-60%=2.897µs(n=6000)|60-70%=2.932µs(n=6000)|70-80%=2.957µs(n=6000)|80-90%=2.979µs(n=6000)|90-100%=3.036µs(n=6000)",10.10,10.10,1890948,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_500k_then_reinsert_100k_existing,500000,500000,100000,318955092,3189,"0-10%=2.828µs(n=10000)|10-20%=3.004µs(n=10000)|20-30%=3.077µs(n=10000)|30-40%=3.158µs(n=10000)|40-50%=3.215µs(n=10000)|50-60%=3.295µs(n=10000)|60-70%=3.301µs(n=10000)|70-80%=3.316µs(n=10000)|80-90%=3.336µs(n=10000)|90-100%=3.36µs(n=10000)",16.82,16.82,3150956,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_700k_then_reinsert_140k_existing,700000,700000,140000,495503610,3539,"0-10%=3.249µs(n=14000)|10-20%=3.407µs(n=14000)|20-30%=3.53µs(n=14000)|30-40%=3.457µs(n=14000)|40-50%=3.517µs(n=14000)|50-60%=3.566µs(n=14000)|60-70%=3.557µs(n=14000)|70-80%=3.574µs(n=14000)|80-90%=3.869µs(n=14000)|90-100%=3.663µs(n=14000)",23.54,23.54,4410964,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_900k_then_reinsert_180k_existing,900000,900000,180000,664938848,3694,"0-10%=3.453µs(n=18000)|10-20%=3.638µs(n=18000)|20-30%=3.552µs(n=18000)|30-40%=3.828µs(n=18000)|40-50%=3.671µs(n=18000)|50-60%=3.701µs(n=18000)|60-70%=3.741µs(n=18000)|70-80%=3.768µs(n=18000)|80-90%=3.779µs(n=18000)|90-100%=3.805µs(n=18000)",30.25,30.25,5670968,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_1m_then_reinsert_200k_existing,1000000,1000000,200000,768766451,3843,"0-10%=3.515µs(n=20000)|10-20%=3.732µs(n=20000)|20-30%=3.873µs(n=20000)|30-40%=3.814µs(n=20000)|40-50%=3.785µs(n=20000)|50-60%=3.843µs(n=20000)|60-70%=3.926µs(n=20000)|70-80%=3.946µs(n=20000)|80-90%=3.988µs(n=20000)|90-100%=4.011µs(n=20000)",33.61,33.61,6300975,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_1m_then_reinsert_200k_existing,1000000,1000000,200000,482715434,2413,"0-10%=2.64µs(n=20000)|10-20%=2.401µs(n=20000)|20-30%=2.38µs(n=20000)|30-40%=2.378µs(n=20000)|40-50%=2.379µs(n=20000)|50-60%=2.382µs(n=20000)|60-70%=2.386µs(n=20000)|70-80%=2.414µs(n=20000)|80-90%=2.391µs(n=20000)|90-100%=2.381µs(n=20000)",21.39,21.39,5900993,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_2m_then_reinsert_400k_existing,2000000,2000000,400000,1695594816,4238,"0-10%=3.864µs(n=40000)|10-20%=4.089µs(n=40000)|20-30%=4.146µs(n=40000)|30-40%=4.127µs(n=40000)|40-50%=4.299µs(n=40000)|50-60%=4.255µs(n=40000)|60-70%=4.318µs(n=40000)|70-80%=4.333µs(n=40000)|80-90%=4.477µs(n=40000)|90-100%=4.477µs(n=40000)",67.22,67.22,12600987,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_5m_then_reinsert_1m_existing,5000000,5000000,1000000,5095695132,5095,"0-10%=4.401µs(n=100000)|10-20%=4.634µs(n=100000)|20-30%=4.973µs(n=100000)|30-40%=4.994µs(n=100000)|40-50%=5.144µs(n=100000)|50-60%=5.168µs(n=100000)|60-70%=5.436µs(n=100000)|70-80%=5.371µs(n=100000)|80-90%=5.391µs(n=100000)|90-100%=5.44µs(n=100000)",168.04,168.04,31501018,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_5m_then_reinsert_1m_existing,5000000,5000000,1000000,2681015342,2681,"0-10%=2.869µs(n=100000)|10-20%=2.776µs(n=100000)|20-30%=2.636µs(n=100000)|30-40%=2.642µs(n=100000)|40-50%=2.628µs(n=100000)|50-60%=2.634µs(n=100000)|60-70%=2.628µs(n=100000)|70-80%=2.674µs(n=100000)|80-90%=2.665µs(n=100000)|90-100%=2.653µs(n=100000)",106.91,106.91,29501008,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_10m_then_reinsert_2m_existing,10000000,10000000,2000000,11743871553,5871,"0-10%=4.823µs(n=200000)|10-20%=5.508µs(n=200000)|20-30%=5.812µs(n=200000)|30-40%=5.751µs(n=200000)|40-50%=5.918µs(n=200000)|50-60%=5.941µs(n=200000)|60-70%=6.149µs(n=200000)|70-80%=6.241µs(n=200000)|80-90%=6.292µs(n=200000)|90-100%=6.278µs(n=200000)",336.11,336.11,63001053,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_25m_then_reinsert_5m_existing,25000000,25000000,5000000,35052346570,7010,"0-10%=5.745µs(n=500000)|10-20%=6.415µs(n=500000)|20-30%=6.764µs(n=500000)|30-40%=6.893µs(n=500000)|40-50%=6.999µs(n=500000)|50-60%=7.187µs(n=500000)|60-70%=7.41µs(n=500000)|70-80%=7.427µs(n=500000)|80-90%=7.653µs(n=500000)|90-100%=7.605µs(n=500000)",840.39,840.39,157501148,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_10k,0,10000,10000,23844273,2384,"0-10%=1.85µs(n=1000)|10-20%=2.149µs(n=1000)|20-30%=2.19µs(n=1000)|30-40%=2.272µs(n=1000)|40-50%=2.387µs(n=1000)|50-60%=2.408µs(n=1000)|60-70%=3.109µs(n=1000)|70-80%=2.437µs(n=1000)|80-90%=2.542µs(n=1000)|90-100%=2.494µs(n=1000)",2.57,3.23,61318,51478,514,"0-10%=575ns(n=10)|10-20%=465ns(n=10)|20-30%=389ns(n=10)|30-40%=656ns(n=10)|40-50%=463ns(n=10)|50-60%=418ns(n=10)|60-70%=403ns(n=10)|70-80%=444ns(n=10)|80-90%=865ns(n=10)|90-100%=466ns(n=10)",1553,3502,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_50k,0,50000,50000,132397733,2647,"0-10%=2.165µs(n=5000)|10-20%=2.641µs(n=5000)|20-30%=2.588µs(n=5000)|30-40%=2.809µs(n=5000)|40-50%=2.714µs(n=5000)|50-60%=2.811µs(n=5000)|60-70%=2.899µs(n=5000)|70-80%=2.542µs(n=5000)|80-90%=2.62µs(n=5000)|90-100%=2.684µs(n=5000)",13.09,16.09,312769,494109,988,"0-10%=541ns(n=50)|10-20%=823ns(n=50)|20-30%=505ns(n=50)|30-40%=1.084µs(n=50)|40-50%=567ns(n=50)|50-60%=560ns(n=50)|60-70%=567ns(n=50)|70-80%=578ns(n=50)|80-90%=2.286µs(n=50)|90-100%=2.369µs(n=50)",1870,5847,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_100k,0,100000,100000,271761026,2717,"0-10%=2.384µs(n=10000)|10-20%=2.625µs(n=10000)|20-30%=2.557µs(n=10000)|30-40%=2.649µs(n=10000)|40-50%=2.593µs(n=10000)|50-60%=2.759µs(n=10000)|60-70%=2.648µs(n=10000)|70-80%=2.779µs(n=10000)|80-90%=2.972µs(n=10000)|90-100%=3.206µs(n=10000)",22.99,32.09,504954,947917,947,"0-10%=508ns(n=100)|10-20%=522ns(n=100)|20-30%=683ns(n=100)|30-40%=1.407µs(n=100)|40-50%=803ns(n=100)|50-60%=764ns(n=100)|60-70%=814ns(n=100)|70-80%=1.372µs(n=100)|80-90%=1.083µs(n=100)|90-100%=1.518µs(n=100)",1968,5676,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_200k,0,200000,200000,578047590,2890,"0-10%=2.284µs(n=20000)|10-20%=2.523µs(n=20000)|20-30%=2.7µs(n=20000)|30-40%=2.69µs(n=20000)|40-50%=2.8µs(n=20000)|50-60%=2.903µs(n=20000)|60-70%=3.084µs(n=20000)|70-80%=3.281µs(n=20000)|80-90%=3.411µs(n=20000)|90-100%=3.222µs(n=20000)",47.85,64.14,1081591,2460428,1230,"0-10%=814ns(n=200)|10-20%=1.206µs(n=200)|20-30%=1.125µs(n=200)|30-40%=1.22µs(n=200)|40-50%=1.191µs(n=200)|50-60%=984ns(n=200)|60-70%=1.559µs(n=200)|70-80%=1.304µs(n=200)|80-90%=1.471µs(n=200)|90-100%=1.423µs(n=200)",2104,6537,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_300k,0,300000,300000,926280081,3087,"0-10%=2.399µs(n=30000)|10-20%=2.678µs(n=30000)|20-30%=2.753µs(n=30000)|30-40%=2.92µs(n=30000)|40-50%=3.01µs(n=30000)|50-60%=3.18µs(n=30000)|60-70%=3.129µs(n=30000)|70-80%=3.343µs(n=30000)|80-90%=3.688µs(n=30000)|90-100%=3.771µs(n=30000)",79.82,96.20,1928067,4327522,1442,"0-10%=1.435µs(n=300)|10-20%=1.963µs(n=300)|20-30%=799ns(n=300)|30-40%=932ns(n=300)|40-50%=1.462µs(n=300)|50-60%=1.445µs(n=300)|60-70%=1.713µs(n=300)|70-80%=1.71µs(n=300)|80-90%=1.35µs(n=300)|90-100%=1.611µs(n=300)",2174,6984,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_500k,0,500000,500000,1711361940,3422,"0-10%=2.439µs(n=50000)|10-20%=2.827µs(n=50000)|20-30%=2.958µs(n=50000)|30-40%=3.139µs(n=50000)|40-50%=3.347µs(n=50000)|50-60%=3.556µs(n=50000)|60-70%=3.498µs(n=50000)|70-80%=3.811µs(n=50000)|80-90%=3.923µs(n=50000)|90-100%=4.727µs(n=50000)",114.63,160.31,2510417,8359300,1671,"0-10%=949ns(n=500)|10-20%=1.13µs(n=500)|20-30%=1.474µs(n=500)|30-40%=1.85µs(n=500)|40-50%=1.672µs(n=500)|50-60%=1.793µs(n=500)|60-70%=1.95µs(n=500)|70-80%=1.945µs(n=500)|80-90%=1.879µs(n=500)|90-100%=2.072µs(n=500)",2261,7155,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_700k,0,700000,700000,2531704245,3616,"0-10%=2.578µs(n=70000)|10-20%=2.978µs(n=70000)|20-30%=3.171µs(n=70000)|30-40%=3.356µs(n=70000)|40-50%=3.544µs(n=70000)|50-60%=3.646µs(n=70000)|60-70%=3.954µs(n=70000)|70-80%=4.212µs(n=70000)|80-90%=4.331µs(n=70000)|90-100%=4.391µs(n=70000)",177.55,224.43,4165189,12209610,1744,"0-10%=1.214µs(n=700)|10-20%=1.434µs(n=700)|20-30%=1.608µs(n=700)|30-40%=1.624µs(n=700)|40-50%=1.701µs(n=700)|50-60%=1.668µs(n=700)|60-70%=1.768µs(n=700)|70-80%=1.707µs(n=700)|80-90%=2.026µs(n=700)|90-100%=2.686µs(n=700)",2313,8148,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_900k,0,900000,900000,3406675830,3785,"0-10%=2.639µs(n=90000)|10-20%=3.088µs(n=90000)|20-30%=3.27µs(n=90000)|30-40%=3.541µs(n=90000)|40-50%=3.703µs(n=90000)|50-60%=4.203µs(n=90000)|60-70%=4.233µs(n=90000)|70-80%=4.125µs(n=90000)|80-90%=4.271µs(n=90000)|90-100%=4.774µs(n=90000)",210.84,288.54,4691684,16071038,1785,"0-10%=1.073µs(n=900)|10-20%=1.465µs(n=900)|20-30%=1.786µs(n=900)|30-40%=1.918µs(n=900)|40-50%=1.753µs(n=900)|50-60%=1.958µs(n=900)|60-70%=1.983µs(n=900)|70-80%=1.866µs(n=900)|80-90%=2.052µs(n=900)|90-100%=1.998µs(n=900)",2364,6938,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_1m,0,1000000,1000000,3848107202,3848,"0-10%=2.655µs(n=100000)|10-20%=3.091µs(n=100000)|20-30%=3.334µs(n=100000)|30-40%=3.628µs(n=100000)|40-50%=3.857µs(n=100000)|50-60%=4.129µs(n=100000)|60-70%=4.197µs(n=100000)|70-80%=4.255µs(n=100000)|80-90%=4.661µs(n=100000)|90-100%=4.669µs(n=100000)",240.25,320.60,5440142,18203076,1820,"0-10%=996ns(n=1000)|10-20%=1.408µs(n=1000)|20-30%=1.696µs(n=1000)|30-40%=1.981µs(n=1000)|40-50%=2.217µs(n=1000)|50-60%=1.878µs(n=1000)|60-70%=1.776µs(n=1000)|70-80%=2.1µs(n=1000)|80-90%=2.124µs(n=1000)|90-100%=2.022µs(n=1000)",2382,7270,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_2m,0,2000000,2000000,9254835471,4627,"0-10%=2.892µs(n=200000)|10-20%=3.529µs(n=200000)|20-30%=4.006µs(n=200000)|30-40%=4.257µs(n=200000)|40-50%=4.746µs(n=200000)|50-60%=5.032µs(n=200000)|60-70%=5.335µs(n=200000)|70-80%=5.479µs(n=200000)|80-90%=5.423µs(n=200000)|90-100%=5.569µs(n=200000)",508.98,641.24,11966327,49340046,2467,"0-10%=1.635µs(n=2000)|10-20%=2.199µs(n=2000)|20-30%=2.067µs(n=2000)|30-40%=2.129µs(n=2000)|40-50%=2.55µs(n=2000)|50-60%=2.552µs(n=2000)|60-70%=2.561µs(n=2000)|70-80%=2.681µs(n=2000)|80-90%=3.972µs(n=2000)|90-100%=2.32µs(n=2000)",2493,8722,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_5m,0,5000000,5000000,28946180401,5789,"0-10%=3.418µs(n=500000)|10-20%=4.502µs(n=500000)|20-30%=5.042µs(n=500000)|30-40%=5.304µs(n=500000)|40-50%=6.436µs(n=500000)|50-60%=6.403µs(n=500000)|60-70%=6.808µs(n=500000)|70-80%=6.963µs(n=500000)|80-90%=6.574µs(n=500000)|90-100%=6.437µs(n=500000)",1330.84,1603.14,32099042,145766811,2915,"0-10%=3.781µs(n=5000)|10-20%=2.415µs(n=5000)|20-30%=2.273µs(n=5000)|30-40%=2.868µs(n=5000)|40-50%=2.814µs(n=5000)|50-60%=2.846µs(n=5000)|60-70%=3.001µs(n=5000)|70-80%=2.919µs(n=5000)|80-90%=3.084µs(n=5000)|90-100%=3.149µs(n=5000)",2653,9006,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_10m,0,10000000,10000000,66631750257,6663,"0-10%=3.975µs(n=1000000)|10-20%=5.708µs(n=1000000)|20-30%=6.467µs(n=1000000)|30-40%=6.646µs(n=1000000)|40-50%=7.285µs(n=1000000)|50-60%=6.829µs(n=1000000)|60-70%=7.078µs(n=1000000)|70-80%=7.347µs(n=1000000)|80-90%=7.674µs(n=1000000)|90-100%=7.618µs(n=1000000)",2419.89,3206.51,54921398,339507828,3395,"0-10%=2.435µs(n=10000)|10-20%=3.045µs(n=10000)|20-30%=3.808µs(n=10000)|30-40%=3.47µs(n=10000)|40-50%=3.391µs(n=10000)|50-60%=3.476µs(n=10000)|60-70%=3.338µs(n=10000)|70-80%=3.556µs(n=10000)|80-90%=3.623µs(n=10000)|90-100%=3.802µs(n=10000)",2776,8827,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_25m,0,25000000,25000000,203915381435,8156,"0-10%=5.02µs(n=2500000)|10-20%=6.463µs(n=2500000)|20-30%=7.069µs(n=2500000)|30-40%=8.153µs(n=2500000)|40-50%=8.601µs(n=2500000)|50-60%=8.786µs(n=2500000)|60-70%=8.807µs(n=2500000)|70-80%=9.337µs(n=2500000)|80-90%=9.366µs(n=2500000)|90-100%=9.959µs(n=2500000)",5747.93,8017.69,125712467,1032404187,4129,"0-10%=2.784µs(n=25000)|10-20%=3.52µs(n=25000)|20-30%=4.036µs(n=25000)|30-40%=4.266µs(n=25000)|40-50%=4.212µs(n=25000)|50-60%=4.299µs(n=25000)|60-70%=4.46µs(n=25000)|70-80%=4.456µs(n=25000)|80-90%=4.583µs(n=25000)|90-100%=4.674µs(n=25000)",2935,8968,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_10k,0,10000,10000,19554058,1955,"0-10%=1.489µs(n=1000)|10-20%=1.722µs(n=1000)|20-30%=1.822µs(n=1000)|30-40%=1.789µs(n=1000)|40-50%=1.921µs(n=1000)|50-60%=1.909µs(n=1000)|60-70%=2.835µs(n=1000)|70-80%=1.911µs(n=1000)|80-90%=2.044µs(n=1000)|90-100%=2.105µs(n=1000)",2.21,2.61,60388,60636,606,"0-10%=502ns(n=10)|10-20%=334ns(n=10)|20-30%=283ns(n=10)|30-40%=333ns(n=10)|40-50%=2.751µs(n=10)|50-60%=532ns(n=10)|60-70%=334ns(n=10)|70-80%=341ns(n=10)|80-90%=322ns(n=10)|90-100%=329ns(n=10)",1555,3175,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_50k,0,50000,50000,112067575,2241,"0-10%=1.881µs(n=5000)|10-20%=1.972µs(n=5000)|20-30%=2.103µs(n=5000)|30-40%=2.39µs(n=5000)|40-50%=2.212µs(n=5000)|50-60%=2.236µs(n=5000)|60-70%=2.268µs(n=5000)|70-80%=2.267µs(n=5000)|80-90%=2.797µs(n=5000)|90-100%=2.283µs(n=5000)",10.38,13.01,270073,244425,488,"0-10%=480ns(n=50)|10-20%=470ns(n=50)|20-30%=476ns(n=50)|30-40%=424ns(n=50)|40-50%=493ns(n=50)|50-60%=491ns(n=50)|60-70%=421ns(n=50)|70-80%=448ns(n=50)|80-90%=506ns(n=50)|90-100%=674ns(n=50)",1826,3917,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_100k,0,100000,100000,232632809,2326,"0-10%=1.962µs(n=10000)|10-20%=2.103µs(n=10000)|20-30%=2.177µs(n=10000)|30-40%=2.377µs(n=10000)|40-50%=2.301µs(n=10000)|50-60%=2.299µs(n=10000)|60-70%=2.356µs(n=10000)|70-80%=2.674µs(n=10000)|80-90%=2.518µs(n=10000)|90-100%=2.491µs(n=10000)",21.17,25.98,555976,781938,781,"0-10%=722ns(n=100)|10-20%=841ns(n=100)|20-30%=788ns(n=100)|30-40%=975ns(n=100)|40-50%=786ns(n=100)|50-60%=788ns(n=100)|60-70%=700ns(n=100)|70-80%=591ns(n=100)|80-90%=764ns(n=100)|90-100%=861ns(n=100)",1950,4200,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_200k,0,200000,200000,495833385,2479,"0-10%=2.043µs(n=20000)|10-20%=2.326µs(n=20000)|20-30%=2.353µs(n=20000)|30-40%=2.437µs(n=20000)|40-50%=2.565µs(n=20000)|50-60%=2.506µs(n=20000)|60-70%=2.597µs(n=20000)|70-80%=2.67µs(n=20000)|80-90%=2.664µs(n=20000)|90-100%=2.627µs(n=20000)",45.81,51.92,1254179,2318059,1159,"0-10%=1.542µs(n=200)|10-20%=1.404µs(n=200)|20-30%=1.727µs(n=200)|30-40%=2.01µs(n=200)|40-50%=777ns(n=200)|50-60%=804ns(n=200)|60-70%=891ns(n=200)|70-80%=766ns(n=200)|80-90%=880ns(n=200)|90-100%=786ns(n=200)",2075,5823,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_300k,0,300000,300000,775265576,2584,"0-10%=2.165µs(n=30000)|10-20%=2.415µs(n=30000)|20-30%=2.497µs(n=30000)|30-40%=2.588µs(n=30000)|40-50%=2.641µs(n=30000)|50-60%=2.638µs(n=30000)|60-70%=2.657µs(n=30000)|70-80%=2.656µs(n=30000)|80-90%=2.682µs(n=30000)|90-100%=2.899µs(n=30000)",60.88,77.87,1558521,3502577,1167,"0-10%=979ns(n=300)|10-20%=1.099µs(n=300)|20-30%=1.077µs(n=300)|30-40%=1.221µs(n=300)|40-50%=1.234µs(n=300)|50-60%=1.257µs(n=300)|60-70%=1.371µs(n=300)|70-80%=1.056µs(n=300)|80-90%=1.216µs(n=300)|90-100%=1.16µs(n=300)",2140,4845,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_500k,0,500000,500000,1342882809,2685,"0-10%=2.243µs(n=50000)|10-20%=2.513µs(n=50000)|20-30%=2.589µs(n=50000)|30-40%=2.749µs(n=50000)|40-50%=2.774µs(n=50000)|50-60%=2.756µs(n=50000)|60-70%=2.796µs(n=50000)|70-80%=2.765µs(n=50000)|80-90%=2.756µs(n=50000)|90-100%=2.912µs(n=50000)",99.78,129.78,2528631,6667267,1333,"0-10%=1.197µs(n=500)|10-20%=1.256µs(n=500)|20-30%=1.181µs(n=500)|30-40%=1.421µs(n=500)|40-50%=1.378µs(n=500)|50-60%=1.285µs(n=500)|60-70%=1.201µs(n=500)|70-80%=1.41µs(n=500)|80-90%=1.526µs(n=500)|90-100%=1.475µs(n=500)",2220,5334,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_700k,0,700000,700000,1960602181,2800,"0-10%=2.322µs(n=70000)|10-20%=2.656µs(n=70000)|20-30%=2.744µs(n=70000)|30-40%=2.806µs(n=70000)|40-50%=2.882µs(n=70000)|50-60%=2.864µs(n=70000)|60-70%=2.845µs(n=70000)|70-80%=2.891µs(n=70000)|80-90%=2.9µs(n=70000)|90-100%=3.095µs(n=70000)",140.52,181.67,3573492,10862070,1551,"0-10%=1.386µs(n=700)|10-20%=1.553µs(n=700)|20-30%=1.58µs(n=700)|30-40%=1.589µs(n=700)|40-50%=1.484µs(n=700)|50-60%=1.629µs(n=700)|60-70%=1.566µs(n=700)|70-80%=1.51µs(n=700)|80-90%=1.562µs(n=700)|90-100%=1.653µs(n=700)",2286,5328,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_900k,0,900000,900000,2559154449,2843,"0-10%=2.505µs(n=90000)|10-20%=2.667µs(n=90000)|20-30%=2.711µs(n=90000)|30-40%=2.856µs(n=90000)|40-50%=2.879µs(n=90000)|50-60%=2.847µs(n=90000)|60-70%=2.938µs(n=90000)|70-80%=2.95µs(n=90000)|80-90%=3.009µs(n=90000)|90-100%=3.069µs(n=90000)",180.35,233.56,4583626,13906380,1545,"0-10%=1.237µs(n=900)|10-20%=1.48µs(n=900)|20-30%=1.554µs(n=900)|30-40%=1.567µs(n=900)|40-50%=1.616µs(n=900)|50-60%=1.688µs(n=900)|60-70%=1.571µs(n=900)|70-80%=1.567µs(n=900)|80-90%=1.556µs(n=900)|90-100%=1.611µs(n=900)",2326,5289,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_1m,0,1000000,1000000,2878047084,2878,"0-10%=2.402µs(n=100000)|10-20%=2.685µs(n=100000)|20-30%=2.806µs(n=100000)|30-40%=3.032µs(n=100000)|40-50%=2.972µs(n=100000)|50-60%=2.978µs(n=100000)|60-70%=2.947µs(n=100000)|70-80%=2.944µs(n=100000)|80-90%=2.923µs(n=100000)|90-100%=3.085µs(n=100000)",200.85,259.52,5110300,15923224,1592,"0-10%=1.543µs(n=1000)|10-20%=1.607µs(n=1000)|20-30%=1.584µs(n=1000)|30-40%=1.603µs(n=1000)|40-50%=1.678µs(n=1000)|50-60%=1.64µs(n=1000)|60-70%=1.617µs(n=1000)|70-80%=1.525µs(n=1000)|80-90%=1.512µs(n=1000)|90-100%=1.609µs(n=1000)",2339,5406,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_2m,0,2000000,2000000,5956901621,2978,"0-10%=2.535µs(n=200000)|10-20%=2.812µs(n=200000)|20-30%=2.962µs(n=200000)|30-40%=2.958µs(n=200000)|40-50%=3.022µs(n=200000)|50-60%=3.064µs(n=200000)|60-70%=3.046µs(n=200000)|70-80%=3.056µs(n=200000)|80-90%=3.066µs(n=200000)|90-100%=3.259µs(n=200000)",404.51,519.01,10335530,33124415,1656,"0-10%=1.696µs(n=2000)|10-20%=1.636µs(n=2000)|20-30%=1.708µs(n=2000)|30-40%=1.623µs(n=2000)|40-50%=1.662µs(n=2000)|50-60%=1.632µs(n=2000)|60-70%=1.633µs(n=2000)|70-80%=1.7µs(n=2000)|80-90%=1.602µs(n=2000)|90-100%=1.666µs(n=2000)",2457,5617,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_5m,0,5000000,5000000,15673449679,3134,"0-10%=2.789µs(n=500000)|10-20%=2.99µs(n=500000)|20-30%=3.051µs(n=500000)|30-40%=3.066µs(n=500000)|40-50%=3.257µs(n=500000)|50-60%=3.172µs(n=500000)|60-70%=3.167µs(n=500000)|70-80%=3.16µs(n=500000)|80-90%=3.232µs(n=500000)|90-100%=3.457µs(n=500000)",1008.01,1297.46,25693439,90935732,1818,"0-10%=1.772µs(n=5000)|10-20%=1.77µs(n=5000)|20-30%=1.714µs(n=5000)|30-40%=1.713µs(n=5000)|40-50%=1.789µs(n=5000)|50-60%=1.937µs(n=5000)|60-70%=2.205µs(n=5000)|70-80%=1.762µs(n=5000)|80-90%=1.751µs(n=5000)|90-100%=1.771µs(n=5000)",2622,5929,0,0,"",0,0,0,0,0,0.00,0.00,0
