TreeType,Scenario,PrebuildElements,FinalElements,InsertElements,InsertTime(ns),AvgPerBlock(ns),InsertTimeBuckets,MemAllocMB,TotalAllocMB,HeapObjects,InclusionProofTotal(ns),InclusionProofGen(ns),InclusionProofGenBuckets,InclusionProofSize(bytes),InclusionProofVerify(ns),ExclusionProofTotal(ns),ExclusionProofGen(ns),ExclusionProofGenBuckets,ExclusionProofSize(bytes),ExclusionProofVerify(ns),DeleteElements,DeleteTime(ns),AvgDeletePerBlock(ns),DeleteMemAllocMB,DeleteTotalAllocMB,DeleteHeapObjects
avlhashtree,build_10k,0,10000,10000,23871756,2387,"0-10%=1.816µs(n=1000)|10-20%=2.098µs(n=1000)|20-30%=2.196µs(n=1000)|30-40%=2.273µs(n=1000)|40-50%=2.35µs(n=1000)|50-60%=2.382µs(n=1000)|60-70%=3.231µs(n=1000)|70-80%=2.496µs(n=1000)|80-90%=2.478µs(n=1000)|90-100%=2.546µs(n=1000)",2.58,3.23,61485,54933,549,"0-10%=587ns(n=10)|10-20%=466ns(n=10)|20-30%=480ns(n=10)|30-40%=739ns(n=10)|40-50%=525ns(n=10)|50-60%=409ns(n=10)|60-70%=629ns(n=10)|70-80%=425ns(n=10)|80-90%=795ns(n=10)|90-100%=432ns(n=10)",1564,3422,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_50k,0,50000,50000,130016530,2600,"0-10%=2.199µs(n=5000)|10-20%=2.564µs(n=5000)|20-30%=2.605µs(n=5000)|30-40%=2.796µs(n=5000)|40-50%=2.703µs(n=5000)|50-60%=2.683µs(n=5000)|60-70%=2.893µs(n=5000)|70-80%=2.462µs(n=5000)|80-90%=2.531µs(n=5000)|90-100%=2.562µs(n=5000)",13.11,16.09,313206,604910,1209,"0-10%=446ns(n=50)|10-20%=523ns(n=50)|20-30%=585ns(n=50)|30-40%=492ns(n=50)|40-50%=588ns(n=50)|50-60%=474ns(n=50)|60-70%=501ns(n=50)|70-80%=674ns(n=50)|80-90%=6.911µs(n=50)|90-100%=898ns(n=50)",1850,5395,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_100k,0,100000,100000,257488622,2574,"0-10%=2.094µs(n=10000)|10-20%=2.427µs(n=10000)|20-30%=2.496µs(n=10000)|30-40%=2.589µs(n=10000)|40-50%=2.556µs(n=10000)|50-60%=2.689µs(n=10000)|60-70%=2.592µs(n=10000)|70-80%=2.666µs(n=10000)|80-90%=2.71µs(n=10000)|90-100%=2.925µs(n=10000)",23.18,32.09,512476,747116,747,"0-10%=471ns(n=100)|10-20%=683ns(n=100)|20-30%=635ns(n=100)|30-40%=785ns(n=100)|40-50%=696ns(n=100)|50-60%=774ns(n=100)|60-70%=738ns(n=100)|70-80%=900ns(n=100)|80-90%=833ns(n=100)|90-100%=950ns(n=100)",1978,4531,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_200k,0,200000,200000,560809396,2804,"0-10%=2.247µs(n=20000)|10-20%=2.494µs(n=20000)|20-30%=2.631µs(n=20000)|30-40%=2.962µs(n=20000)|40-50%=2.856µs(n=20000)|50-60%=2.882µs(n=20000)|60-70%=2.882µs(n=20000)|70-80%=2.957µs(n=20000)|80-90%=3.101µs(n=20000)|90-100%=3.024µs(n=20000)",47.69,64.14,1075534,1599215,799,"0-10%=604ns(n=200)|10-20%=721ns(n=200)|20-30%=718ns(n=200)|30-40%=743ns(n=200)|40-50%=866ns(n=200)|50-60%=745ns(n=200)|60-70%=819ns(n=200)|70-80%=850ns(n=200)|80-90%=864ns(n=200)|90-100%=1.062µs(n=200)",2097,4846,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_300k,0,300000,300000,889438469,2964,"0-10%=2.314µs(n=30000)|10-20%=2.617µs(n=30000)|20-30%=2.66µs(n=30000)|30-40%=2.891µs(n=30000)|40-50%=3.009µs(n=30000)|50-60%=3.154µs(n=30000)|60-70%=2.997µs(n=30000)|70-80%=3.182µs(n=30000)|80-90%=3.48µs(n=30000)|90-100%=3.341µs(n=30000)",79.79,96.20,1926951,3275471,1091,"0-10%=971ns(n=300)|10-20%=1.703µs(n=300)|20-30%=791ns(n=300)|30-40%=844ns(n=300)|40-50%=955ns(n=300)|50-60%=1.092µs(n=300)|60-70%=1.164µs(n=300)|70-80%=1.19µs(n=300)|80-90%=1.155µs(n=300)|90-100%=1.047µs(n=300)",2173,5726,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_500k,0,500000,500000,1623682299,3247,"0-10%=2.394µs(n=50000)|10-20%=2.735µs(n=50000)|20-30%=2.944µs(n=50000)|30-40%=3.113µs(n=50000)|40-50%=3.218µs(n=50000)|50-60%=3.441µs(n=50000)|60-70%=3.403µs(n=50000)|70-80%=3.511µs(n=50000)|80-90%=3.642µs(n=50000)|90-100%=4.069µs(n=50000)",115.92,160.31,2559629,5722629,1144,"0-10%=809ns(n=500)|10-20%=964ns(n=500)|20-30%=1.118µs(n=500)|30-40%=1.135µs(n=500)|40-50%=1.119µs(n=500)|50-60%=1.171µs(n=500)|60-70%=1.228µs(n=500)|70-80%=1.186µs(n=500)|80-90%=1.269µs(n=500)|90-100%=1.441µs(n=500)",2257,5315,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_700k,0,700000,700000,2445642105,3493,"0-10%=2.534µs(n=70000)|10-20%=2.91µs(n=70000)|20-30%=3.097µs(n=70000)|30-40%=3.183µs(n=70000)|40-50%=3.422µs(n=70000)|50-60%=3.521µs(n=70000)|60-70%=3.764µs(n=70000)|70-80%=4.246µs(n=70000)|80-90%=4.121µs(n=70000)|90-100%=4.135µs(n=70000)",177.76,224.43,4173358,9674844,1382,"0-10%=865ns(n=700)|10-20%=1.097µs(n=700)|20-30%=1.091µs(n=700)|30-40%=1.208µs(n=700)|40-50%=1.28µs(n=700)|50-60%=1.212µs(n=700)|60-70%=1.329µs(n=700)|70-80%=1.382µs(n=700)|80-90%=1.763µs(n=700)|90-100%=2.591µs(n=700)",2320,5818,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_900k,0,900000,900000,3407979766,3786,"0-10%=2.612µs(n=90000)|10-20%=2.983µs(n=90000)|20-30%=3.105µs(n=90000)|30-40%=3.504µs(n=90000)|40-50%=3.551µs(n=90000)|50-60%=4.496µs(n=90000)|60-70%=4.446µs(n=90000)|70-80%=4.188µs(n=90000)|80-90%=4.286µs(n=90000)|90-100%=4.69µs(n=90000)",213.12,288.54,4778983,11917593,1324,"0-10%=950ns(n=900)|10-20%=1.156µs(n=900)|20-30%=1.207µs(n=900)|30-40%=1.286µs(n=900)|40-50%=1.303µs(n=900)|50-60%=1.403µs(n=900)|60-70%=1.422µs(n=900)|70-80%=1.47µs(n=900)|80-90%=1.454µs(n=900)|90-100%=1.586µs(n=900)",2363,5350,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_1m,0,1000000,1000000,3812923622,3812,"0-10%=2.582µs(n=100000)|10-20%=3.026µs(n=100000)|20-30%=3.195µs(n=100000)|30-40%=3.421µs(n=100000)|40-50%=3.759µs(n=100000)|50-60%=4.546µs(n=100000)|60-70%=4.406µs(n=100000)|70-80%=4.152µs(n=100000)|80-90%=4.508µs(n=100000)|90-100%=4.529µs(n=100000)",241.06,320.60,5471394,13737928,1373,"0-10%=943ns(n=1000)|10-20%=1.144µs(n=1000)|20-30%=1.242µs(n=1000)|30-40%=1.336µs(n=1000)|40-50%=1.344µs(n=1000)|50-60%=1.442µs(n=1000)|60-70%=1.502µs(n=1000)|70-80%=1.49µs(n=1000)|80-90%=1.626µs(n=1000)|90-100%=1.662µs(n=1000)",2382,5231,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_2m,0,2000000,2000000,8764871204,4382,"0-10%=2.852µs(n=200000)|10-20%=3.439µs(n=200000)|20-30%=4.431µs(n=200000)|30-40%=4.118µs(n=200000)|40-50%=4.566µs(n=200000)|50-60%=4.499µs(n=200000)|60-70%=4.681µs(n=200000)|70-80%=5.11µs(n=200000)|80-90%=5.037µs(n=200000)|90-100%=5.086µs(n=200000)",506.91,641.18,11889187,48372677,2418,"0-10%=1.687µs(n=2000)|10-20%=1.894µs(n=2000)|20-30%=2.094µs(n=2000)|30-40%=2.141µs(n=2000)|40-50%=2.438µs(n=2000)|50-60%=2.332µs(n=2000)|60-70%=2.654µs(n=2000)|70-80%=2.589µs(n=2000)|80-90%=2.701µs(n=2000)|90-100%=3.65µs(n=2000)",2495,8583,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_5m,0,5000000,5000000,26905748437,5381,"0-10%=3.395µs(n=500000)|10-20%=4.27µs(n=500000)|20-30%=5.054µs(n=500000)|30-40%=5.256µs(n=500000)|40-50%=5.345µs(n=500000)|50-60%=5.728µs(n=500000)|60-70%=6.091µs(n=500000)|70-80%=6.141µs(n=500000)|80-90%=6.198µs(n=500000)|90-100%=6.329µs(n=500000)",1328.04,1603.10,31985189,144864430,2897,"0-10%=2.064µs(n=5000)|10-20%=3.835µs(n=5000)|20-30%=2.361µs(n=5000)|30-40%=2.543µs(n=5000)|40-50%=3.015µs(n=5000)|50-60%=2.984µs(n=5000)|60-70%=3µs(n=5000)|70-80%=2.905µs(n=5000)|80-90%=3.095µs(n=5000)|90-100%=3.165µs(n=5000)",2655,8905,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_10m,0,10000000,10000000,60704877910,6070,"0-10%=3.746µs(n=1000000)|10-20%=5.012µs(n=1000000)|20-30%=5.532µs(n=1000000)|30-40%=5.839µs(n=1000000)|40-50%=6.143µs(n=1000000)|50-60%=6.629µs(n=1000000)|60-70%=6.672µs(n=1000000)|70-80%=6.82µs(n=1000000)|80-90%=7.187µs(n=1000000)|90-100%=7.12µs(n=1000000)",2425.93,3206.38,55157577,308478975,3084,"0-10%=2.39µs(n=10000)|10-20%=2.792µs(n=10000)|20-30%=2.93µs(n=10000)|30-40%=3.028µs(n=10000)|40-50%=3.091µs(n=10000)|50-60%=3.276µs(n=10000)|60-70%=3.227µs(n=10000)|70-80%=3.239µs(n=10000)|80-90%=3.377µs(n=10000)|90-100%=3.493µs(n=10000)",2776,8648,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,build_25m,0,25000000,25000000,180619350560,7224,"0-10%=4.673µs(n=2500000)|10-20%=6.075µs(n=2500000)|20-30%=6.562µs(n=2500000)|30-40%=7.095µs(n=2500000)|40-50%=7.378µs(n=2500000)|50-60%=7.778µs(n=2500000)|60-70%=7.87µs(n=2500000)|70-80%=8.011µs(n=2500000)|80-90%=8.162µs(n=2500000)|90-100%=8.638µs(n=2500000)",5751.00,8017.13,125860396,889313220,3557,"0-10%=2.389µs(n=25000)|10-20%=3.077µs(n=25000)|20-30%=3.537µs(n=25000)|30-40%=3.641µs(n=25000)|40-50%=3.547µs(n=25000)|50-60%=3.642µs(n=25000)|60-70%=3.813µs(n=25000)|70-80%=3.815µs(n=25000)|80-90%=4.012µs(n=25000)|90-100%=4.095µs(n=25000)",2936,8624,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_10k,0,10000,10000,19060989,1906,"0-10%=1.487µs(n=1000)|10-20%=1.643µs(n=1000)|20-30%=1.793µs(n=1000)|30-40%=1.752µs(n=1000)|40-50%=1.862µs(n=1000)|50-60%=1.942µs(n=1000)|60-70%=2.703µs(n=1000)|70-80%=1.858µs(n=1000)|80-90%=1.984µs(n=1000)|90-100%=2.031µs(n=1000)",2.21,2.61,60389,34436,344,"0-10%=514ns(n=10)|10-20%=306ns(n=10)|20-30%=308ns(n=10)|30-40%=301ns(n=10)|40-50%=342ns(n=10)|50-60%=339ns(n=10)|60-70%=296ns(n=10)|70-80%=300ns(n=10)|80-90%=443ns(n=10)|90-100%=290ns(n=10)",1565,2808,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_50k,0,50000,50000,107738724,2154,"0-10%=1.887µs(n=5000)|10-20%=1.951µs(n=5000)|20-30%=2.062µs(n=5000)|30-40%=2.308µs(n=5000)|40-50%=2.123µs(n=5000)|50-60%=2.121µs(n=5000)|60-70%=2.179µs(n=5000)|70-80%=2.23µs(n=5000)|80-90%=2.475µs(n=5000)|90-100%=2.206µs(n=5000)",10.35,13.01,268609,182762,365,"0-10%=351ns(n=50)|10-20%=380ns(n=50)|20-30%=395ns(n=50)|30-40%=364ns(n=50)|40-50%=388ns(n=50)|50-60%=349ns(n=50)|60-70%=344ns(n=50)|70-80%=359ns(n=50)|80-90%=333ns(n=50)|90-100%=387ns(n=50)",1833,3797,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_100k,0,100000,100000,223377427,2233,"0-10%=1.899µs(n=10000)|10-20%=2.033µs(n=10000)|20-30%=2.102µs(n=10000)|30-40%=2.331µs(n=10000)|40-50%=2.209µs(n=10000)|50-60%=2.21µs(n=10000)|60-70%=2.316µs(n=10000)|70-80%=2.551µs(n=10000)|80-90%=2.348µs(n=10000)|90-100%=2.332µs(n=10000)",21.13,25.98,554274,495646,495,"0-10%=446ns(n=100)|10-20%=478ns(n=100)|20-30%=622ns(n=100)|30-40%=513ns(n=100)|40-50%=510ns(n=100)|50-60%=501ns(n=100)|60-70%=428ns(n=100)|70-80%=442ns(n=100)|80-90%=572ns(n=100)|90-100%=439ns(n=100)",1956,3998,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_200k,0,200000,200000,474685791,2373,"0-10%=1.946µs(n=20000)|10-20%=2.252µs(n=20000)|20-30%=2.236µs(n=20000)|30-40%=2.322µs(n=20000)|40-50%=2.478µs(n=20000)|50-60%=2.402µs(n=20000)|60-70%=2.472µs(n=20000)|70-80%=2.543µs(n=20000)|80-90%=2.539µs(n=20000)|90-100%=2.539µs(n=20000)",45.79,51.92,1253184,1367968,683,"0-10%=666ns(n=200)|10-20%=617ns(n=200)|20-30%=1.044µs(n=200)|30-40%=1.487µs(n=200)|40-50%=507ns(n=200)|50-60%=497ns(n=200)|60-70%=555ns(n=200)|70-80%=459ns(n=200)|80-90%=490ns(n=200)|90-100%=512ns(n=200)",2072,5014,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_300k,0,300000,300000,728595360,2428,"0-10%=2.034µs(n=30000)|10-20%=2.307µs(n=30000)|20-30%=2.355µs(n=30000)|30-40%=2.373µs(n=30000)|40-50%=2.525µs(n=30000)|50-60%=2.487µs(n=30000)|60-70%=2.485µs(n=30000)|70-80%=2.489µs(n=30000)|80-90%=2.518µs(n=30000)|90-100%=2.708µs(n=30000)",60.60,77.87,1547013,2376823,792,"0-10%=625ns(n=300)|10-20%=739ns(n=300)|20-30%=703ns(n=300)|30-40%=793ns(n=300)|40-50%=837ns(n=300)|50-60%=774ns(n=300)|60-70%=922ns(n=300)|70-80%=880ns(n=300)|80-90%=763ns(n=300)|90-100%=880ns(n=300)",2141,4598,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_500k,0,500000,500000,1274712209,2549,"0-10%=2.125µs(n=50000)|10-20%=2.381µs(n=50000)|20-30%=2.433µs(n=50000)|30-40%=2.503µs(n=50000)|40-50%=2.738µs(n=50000)|50-60%=2.647µs(n=50000)|60-70%=2.639µs(n=50000)|70-80%=2.646µs(n=50000)|80-90%=2.624µs(n=50000)|90-100%=2.754µs(n=50000)",99.81,129.76,2530508,5122574,1024,"0-10%=843ns(n=500)|10-20%=973ns(n=500)|20-30%=1.085µs(n=500)|30-40%=1.067µs(n=500)|40-50%=1.043µs(n=500)|50-60%=1.058µs(n=500)|60-70%=923ns(n=500)|70-80%=1.036µs(n=500)|80-90%=1.12µs(n=500)|90-100%=1.092µs(n=500)",2222,5170,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_700k,0,700000,700000,1843761708,2633,"0-10%=2.237µs(n=70000)|10-20%=2.449µs(n=70000)|20-30%=2.53µs(n=70000)|30-40%=2.548µs(n=70000)|40-50%=2.769µs(n=70000)|50-60%=2.671µs(n=70000)|60-70%=2.69µs(n=70000)|70-80%=2.728µs(n=70000)|80-90%=2.757µs(n=70000)|90-100%=2.956µs(n=70000)",140.40,181.67,3567651,8386057,1198,"0-10%=1.031µs(n=700)|10-20%=1.177µs(n=700)|20-30%=1.105µs(n=700)|30-40%=1.242µs(n=700)|40-50%=1.267µs(n=700)|50-60%=1.211µs(n=700)|60-70%=1.232µs(n=700)|70-80%=1.333µs(n=700)|80-90%=1.197µs(n=700)|90-100%=1.18µs(n=700)",2284,4895,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_900k,0,900000,900000,2445108403,2716,"0-10%=2.242µs(n=90000)|10-20%=2.601µs(n=90000)|20-30%=2.628µs(n=90000)|30-40%=2.738µs(n=90000)|40-50%=2.84µs(n=90000)|50-60%=2.798µs(n=90000)|60-70%=2.824µs(n=90000)|70-80%=2.766µs(n=90000)|80-90%=2.755µs(n=90000)|90-100%=2.971µs(n=90000)",180.68,233.57,4596985,11761454,1306,"0-10%=1.319µs(n=900)|10-20%=1.337µs(n=900)|20-30%=1.354µs(n=900)|30-40%=1.131µs(n=900)|40-50%=1.298µs(n=900)|50-60%=1.312µs(n=900)|60-70%=1.304µs(n=900)|70-80%=1.344µs(n=900)|80-90%=1.394µs(n=900)|90-100%=1.269µs(n=900)",2330,4993,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_1m,0,1000000,1000000,2720055943,2720,"0-10%=2.27µs(n=100000)|10-20%=2.527µs(n=100000)|20-30%=2.657µs(n=100000)|30-40%=2.706µs(n=100000)|40-50%=2.776µs(n=100000)|50-60%=2.814µs(n=100000)|60-70%=2.782µs(n=100000)|70-80%=2.84µs(n=100000)|80-90%=2.839µs(n=100000)|90-100%=2.985µs(n=100000)",200.26,259.52,5086278,13475930,1347,"0-10%=1.246µs(n=1000)|10-20%=1.418µs(n=1000)|20-30%=1.419µs(n=1000)|30-40%=1.314µs(n=1000)|40-50%=1.424µs(n=1000)|50-60%=1.336µs(n=1000)|60-70%=1.331µs(n=1000)|70-80%=1.31µs(n=1000)|80-90%=1.373µs(n=1000)|90-100%=1.299µs(n=1000)",2337,5240,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_2m,0,2000000,2000000,5716556015,2858,"0-10%=2.463µs(n=200000)|10-20%=2.682µs(n=200000)|20-30%=2.742µs(n=200000)|30-40%=2.83µs(n=200000)|40-50%=2.866µs(n=200000)|50-60%=2.941µs(n=200000)|60-70%=3.002µs(n=200000)|70-80%=2.973µs(n=200000)|80-90%=2.975µs(n=200000)|90-100%=3.103µs(n=200000)",399.83,519.01,10143541,28964791,1448,"0-10%=1.468µs(n=2000)|10-20%=1.427µs(n=2000)|20-30%=1.457µs(n=2000)|30-40%=1.419µs(n=2000)|40-50%=1.467µs(n=2000)|50-60%=1.435µs(n=2000)|60-70%=1.432µs(n=2000)|70-80%=1.449µs(n=2000)|80-90%=1.447µs(n=2000)|90-100%=1.477µs(n=2000)",2458,5363,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_5m,0,5000000,5000000,15212100943,3042,"0-10%=2.628µs(n=500000)|10-20%=2.945µs(n=500000)|20-30%=2.947µs(n=500000)|30-40%=2.988µs(n=500000)|40-50%=3.144µs(n=500000)|50-60%=3.088µs(n=500000)|60-70%=3.111µs(n=500000)|70-80%=3.12µs(n=500000)|80-90%=3.137µs(n=500000)|90-100%=3.311µs(n=500000)",1001.64,1297.45,25432831,74782988,1495,"0-10%=1.391µs(n=5000)|10-20%=1.485µs(n=5000)|20-30%=1.514µs(n=5000)|30-40%=1.49µs(n=5000)|40-50%=1.495µs(n=5000)|50-60%=1.477µs(n=5000)|60-70%=1.502µs(n=5000)|70-80%=1.528µs(n=5000)|80-90%=1.52µs(n=5000)|90-100%=1.548µs(n=5000)",2622,5626,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_10m,0,10000000,10000000,31425179748,3142,"0-10%=2.746µs(n=1000000)|10-20%=2.99µs(n=1000000)|20-30%=3.098µs(n=1000000)|30-40%=3.081µs(n=1000000)|40-50%=3.245µs(n=1000000)|50-60%=3.185µs(n=1000000)|60-70%=3.171µs(n=1000000)|70-80%=3.186µs(n=1000000)|80-90%=3.243µs(n=1000000)|90-100%=3.474µs(n=1000000)",2008.60,2594.85,51084224,160949393,1609,"0-10%=1.583µs(n=10000)|10-20%=1.6µs(n=10000)|20-30%=1.593µs(n=10000)|30-40%=1.585µs(n=10000)|40-50%=1.615µs(n=10000)|50-60%=1.604µs(n=10000)|60-70%=1.608µs(n=10000)|70-80%=1.646µs(n=10000)|80-90%=1.625µs(n=10000)|90-100%=1.631µs(n=10000)",2742,5971,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,prehashed_ordered_build_25m,0,15000000,15000000,48120261762,3208,"0-10%=2.791µs(n=1500000)|10-20%=3.06µs(n=1500000)|20-30%=3.105µs(n=1500000)|30-40%=3.167µs(n=1500000)|40-50%=3.284µs(n=1500000)|50-60%=3.25µs(n=1500000)|60-70%=3.289µs(n=1500000)|70-80%=3.332µs(n=1500000)|80-90%=3.337µs(n=1500000)|90-100%=3.461µs(n=1500000)",3001.63,3892.17,76213424,258616289,1724,"0-10%=1.524µs(n=15000)|10-20%=1.538µs(n=15000)|20-30%=1.553µs(n=15000)|30-40%=1.582µs(n=15000)|40-50%=1.603µs(n=15000)|50-60%=1.554µs(n=15000)|60-70%=1.965µs(n=15000)|70-80%=1.96µs(n=15000)|80-90%=1.954µs(n=15000)|90-100%=2.004µs(n=15000)",2808,6596,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_10k,0,10000,10000,20988881,2098,"0-10%=1.618µs(n=1000)|10-20%=1.88µs(n=1000)|20-30%=1.914µs(n=1000)|30-40%=2.05µs(n=1000)|40-50%=2.066µs(n=1000)|50-60%=2.118µs(n=1000)|60-70%=2.734µs(n=1000)|70-80%=2.164µs(n=1000)|80-90%=2.215µs(n=1000)|90-100%=2.224µs(n=1000)",2.59,3.22,62416,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_50k,0,50000,50000,122853447,2457,"0-10%=1.895µs(n=5000)|10-20%=2.26µs(n=5000)|20-30%=2.243µs(n=5000)|30-40%=2.551µs(n=5000)|40-50%=2.46µs(n=5000)|50-60%=2.513µs(n=5000)|60-70%=2.827µs(n=5000)|70-80%=2.582µs(n=5000)|80-90%=2.606µs(n=5000)|90-100%=2.629µs(n=5000)",13.09,16.06,313282,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_100k,0,100000,100000,260804963,2608,"0-10%=2.076µs(n=10000)|10-20%=2.398µs(n=10000)|20-30%=2.443µs(n=10000)|30-40%=2.662µs(n=10000)|40-50%=2.622µs(n=10000)|50-60%=2.855µs(n=10000)|60-70%=2.703µs(n=10000)|70-80%=2.73µs(n=10000)|80-90%=2.777µs(n=10000)|90-100%=2.81µs(n=10000)",26.62,32.08,643081,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_200k,0,200000,200000,556867030,2784,"0-10%=2.271µs(n=20000)|10-20%=2.517µs(n=20000)|20-30%=2.665µs(n=20000)|30-40%=2.649µs(n=20000)|40-50%=2.749µs(n=20000)|50-60%=2.897µs(n=20000)|60-70%=2.902µs(n=20000)|70-80%=2.977µs(n=20000)|80-90%=3.145µs(n=20000)|90-100%=3.066µs(n=20000)",47.75,64.14,1075380,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_300k,0,300000,300000,885760517,2952,"0-10%=2.279µs(n=30000)|10-20%=2.618µs(n=30000)|20-30%=2.688µs(n=30000)|30-40%=2.899µs(n=30000)|40-50%=2.952µs(n=30000)|50-60%=3.146µs(n=30000)|60-70%=3.116µs(n=30000)|70-80%=3.187µs(n=30000)|80-90%=3.27µs(n=30000)|90-100%=3.365µs(n=30000)",79.73,96.19,1922680,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_500k,0,500000,500000,1652025339,3304,"0-10%=2.408µs(n=50000)|10-20%=2.73µs(n=50000)|20-30%=3.005µs(n=50000)|30-40%=3.17µs(n=50000)|40-50%=3.363µs(n=50000)|50-60%=3.378µs(n=50000)|60-70%=3.618µs(n=50000)|70-80%=3.683µs(n=50000)|80-90%=3.777µs(n=50000)|90-100%=3.904µs(n=50000)",132.19,160.31,3177254,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_700k,0,700000,700000,2480057348,3542,"0-10%=2.491µs(n=70000)|10-20%=2.874µs(n=70000)|20-30%=3.119µs(n=70000)|30-40%=3.36µs(n=70000)|40-50%=3.599µs(n=70000)|50-60%=3.691µs(n=70000)|60-70%=3.846µs(n=70000)|70-80%=4.194µs(n=70000)|80-90%=4.103µs(n=70000)|90-100%=4.147µs(n=70000)",176.67,224.42,4126622,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_900k,0,900000,900000,3350489572,3722,"0-10%=2.567µs(n=90000)|10-20%=3.064µs(n=90000)|20-30%=3.282µs(n=90000)|30-40%=3.541µs(n=90000)|40-50%=3.667µs(n=90000)|50-60%=3.998µs(n=90000)|60-70%=4.067µs(n=90000)|70-80%=4.163µs(n=90000)|80-90%=4.223µs(n=90000)|90-100%=4.652µs(n=90000)",208.01,288.54,4573747,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_1m,0,1000000,1000000,3877629008,3877,"0-10%=2.616µs(n=100000)|10-20%=3.091µs(n=100000)|20-30%=3.294µs(n=100000)|30-40%=3.652µs(n=100000)|40-50%=3.904µs(n=100000)|50-60%=4.145µs(n=100000)|60-70%=4.166µs(n=100000)|70-80%=4.353µs(n=100000)|80-90%=4.864µs(n=100000)|90-100%=4.687µs(n=100000)",240.34,320.60,5434379,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_2m,0,2000000,2000000,8920478946,4460,"0-10%=2.861µs(n=200000)|10-20%=3.42µs(n=200000)|20-30%=4.018µs(n=200000)|30-40%=4.298µs(n=200000)|40-50%=4.63µs(n=200000)|50-60%=4.77µs(n=200000)|60-70%=4.858µs(n=200000)|70-80%=5.315µs(n=200000)|80-90%=5.199µs(n=200000)|90-100%=5.227µs(n=200000)",501.03,641.23,11643134,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
avlhashtree,insert_only_build_5m,0,5000000,5000000,26672009846,5334,"0-10%=3.242µs(n=500000)|10-20%=4.379µs(n=500000)|20-30%=4.805µs(n=500000)|30-40%=5.245µs(n=500000)|40-50%=5.4µs(n=500000)|50-60%=5.848µs(n=500000)|60-70%=5.736µs(n=500000)|70-80%=6.061µs(n=500000)|80-90%=6.345µs(n=500000)|90-100%=6.278µs(n=500000)",1196.26,1603.11,26951965,0,0,"",0,0,0,0,"",0,0,0,0,0,0.00,0.00,0
