TreeType,Scenario,PrebuildElements,FinalElements,InsertElements,InsertTime(ns),AvgPerBlock(ns),InsertTimeBuckets,MemAllocMB,TotalAllocMB,HeapObjects,CreatedHeapObjects,FreedHeapObjects,NetLiveHeapObjectChange,InclusionProofTotal(ns),InclusionProofGen(ns),InclusionProofSize(bytes),InclusionProofVerify(ns),ExclusionProofTotal(ns),ExclusionProofGen(ns),ExclusionProofSize(bytes),ExclusionProofVerify(ns),DeleteElements,DeleteTime(ns),AvgDeletePerBlock(ns),DeleteMemAllocMB,DeleteTotalAllocMB,DeleteHeapObjects,DeletesCreatedHeapObjects,DeletesFreedHeapObjects,DeletesNetLiveHeapObjectChange
smt,build_10m_then_add_2m_new,10000000,12000000,2000000,16542757881,8271,"0-10%=8.575µs(n=200000)|10-20%=8.405µs(n=200000)|20-30%=8.288µs(n=200000)|30-40%=8.22µs(n=200000)|40-50%=8.262µs(n=200000)|50-60%=8.305µs(n=200000)|60-70%=8.329µs(n=200000)|70-80%=8.25µs(n=200000)|80-90%=8.069µs(n=200000)|90-100%=8.006µs(n=200000)",1370.35,1370.35,143443452,36000121,2557402,33442719,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_25m_then_add_5m_new,25000000,30000000,5000000,51320249375,10264,"0-10%=10.686µs(n=500000)|10-20%=10.167µs(n=500000)|20-30%=10.349µs(n=500000)|30-40%=10.237µs(n=500000)|40-50%=10.168µs(n=500000)|50-60%=10.07µs(n=500000)|60-70%=10.197µs(n=500000)|70-80%=10.2µs(n=500000)|80-90%=10.299µs(n=500000)|90-100%=10.262µs(n=500000)",3426.29,3426.29,358607595,90000272,6393420,83606852,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_10k_then_reinsert_2k_existing,10000,10000,2000,4526454,2263,"0-10%=2.865µs(n=200)|10-20%=2.297µs(n=200)|20-30%=2.254µs(n=200)|30-40%=2.307µs(n=200)|40-50%=2.116µs(n=200)|50-60%=2.128µs(n=200)|60-70%=2.111µs(n=200)|70-80%=2.035µs(n=200)|80-90%=2.121µs(n=200)|90-100%=2.39µs(n=200)",0.27,0.27,119794,10038,1001,9037,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_50k_then_reinsert_10k_existing,50000,50000,10000,29773477,2977,"0-10%=3.549µs(n=1000)|10-20%=3.074µs(n=1000)|20-30%=3.024µs(n=1000)|30-40%=3.037µs(n=1000)|40-50%=2.881µs(n=1000)|50-60%=2.968µs(n=1000)|60-70%=2.775µs(n=1000)|70-80%=2.837µs(n=1000)|80-90%=2.837µs(n=1000)|90-100%=2.786µs(n=1000)",1.31,1.31,595799,50038,5001,45037,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_100k_then_reinsert_20k_existing,100000,100000,20000,71171460,3558,"0-10%=4.152µs(n=2000)|10-20%=3.78µs(n=2000)|20-30%=3.656µs(n=2000)|30-40%=3.587µs(n=2000)|40-50%=3.617µs(n=2000)|50-60%=3.523µs(n=2000)|60-70%=3.421µs(n=2000)|70-80%=3.303µs(n=2000)|80-90%=3.281µs(n=2000)|90-100%=3.261µs(n=2000)",2.61,2.61,1190811,100038,10001,90037,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_200k_then_reinsert_40k_existing,200000,200000,40000,167791784,4194,"0-10%=5.098µs(n=4000)|10-20%=4.62µs(n=4000)|20-30%=4.384µs(n=4000)|30-40%=4.202µs(n=4000)|40-50%=4.119µs(n=4000)|50-60%=4.066µs(n=4000)|60-70%=3.974µs(n=4000)|70-80%=3.879µs(n=4000)|80-90%=3.838µs(n=4000)|90-100%=3.762µs(n=4000)",5.22,5.22,2380822,200045,20001,180044,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_300k_then_reinsert_60k_existing,300000,300000,60000,264253361,4404,"0-10%=5.324µs(n=6000)|10-20%=4.699µs(n=6000)|20-30%=4.461µs(n=6000)|30-40%=4.363µs(n=6000)|40-50%=4.279µs(n=6000)|50-60%=4.34µs(n=6000)|60-70%=4.331µs(n=6000)|70-80%=4.17µs(n=6000)|80-90%=4.066µs(n=6000)|90-100%=4.004µs(n=6000)",7.81,7.81,3570837,300047,30001,270046,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_500k_then_reinsert_100k_existing,500000,500000,100000,487506943,4875,"0-10%=5.822µs(n=10000)|10-20%=5.126µs(n=10000)|20-30%=4.926µs(n=10000)|30-40%=4.783µs(n=10000)|40-50%=4.767µs(n=10000)|50-60%=4.909µs(n=10000)|60-70%=4.773µs(n=10000)|70-80%=4.603µs(n=10000)|80-90%=4.543µs(n=10000)|90-100%=4.494µs(n=10000)",13.00,13.00,5950846,500049,50001,450048,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_700k_then_reinsert_140k_existing,700000,700000,140000,759822164,5427,"0-10%=5.794µs(n=14000)|10-20%=5.172µs(n=14000)|20-30%=5.184µs(n=14000)|30-40%=5.072µs(n=14000)|40-50%=5.662µs(n=14000)|50-60%=5.928µs(n=14000)|60-70%=5.648µs(n=14000)|70-80%=5.334µs(n=14000)|80-90%=5.233µs(n=14000)|90-100%=5.24µs(n=14000)",18.20,18.20,8330858,700052,70001,630051,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_900k_then_reinsert_180k_existing,900000,900000,180000,974764166,5415,"0-10%=6.096µs(n=18000)|10-20%=5.527µs(n=18000)|20-30%=5.337µs(n=18000)|30-40%=5.272µs(n=18000)|40-50%=5.827µs(n=18000)|50-60%=5.518µs(n=18000)|60-70%=5.373µs(n=18000)|70-80%=5.216µs(n=18000)|80-90%=5.064µs(n=18000)|90-100%=4.919µs(n=18000)",23.40,23.40,10710870,900053,90001,810052,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_1m_then_reinsert_200k_existing,1000000,1000000,200000,1109998370,5549,"0-10%=6.153µs(n=20000)|10-20%=5.61µs(n=20000)|20-30%=6.009µs(n=20000)|30-40%=5.475µs(n=20000)|40-50%=5.378µs(n=20000)|50-60%=5.418µs(n=20000)|60-70%=5.444µs(n=20000)|70-80%=5.384µs(n=20000)|80-90%=5.332µs(n=20000)|90-100%=5.291µs(n=20000)",25.99,25.99,11900816,1000053,100001,900052,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
smt,build_2m_then_reinsert_400k_existing,2000000,2000000,400000,2404840330,6012,"0-10%=6.307µs(n=40000)|10-20%=5.909µs(n=40000)|20-30%=6.127µs(n=40000)|30-40%=6.153µs(n=40000)|40-50%=5.945µs(n=40000)|50-60%=5.852µs(n=40000)|60-70%=6.041µs(n=40000)|70-80%=5.994µs(n=40000)|80-90%=5.899µs(n=40000)|90-100%=5.889µs(n=40000)",51.98,51.98,23800833,2000062,200001,1800061,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0
