TreeType,Scenario,PrebuildElements,FinalElements,InsertElements,InsertTime(ns),AvgPerBlock(ns),InsertTimeBuckets,MemAllocMB,TotalAllocMB,HeapObjects,CreatedHeapObjects,FreedHeapObjects,NetLiveHeapObjectChange,InclusionProofTotal(ns),InclusionProofGen(ns),InclusionProofSize(bytes),InclusionProofVerify(ns),ExclusionProofTotal(ns),ExclusionProofGen(ns),ExclusionProofSize(bytes),ExclusionProofVerify(ns),DeleteElements,DeleteTime(ns),AvgDeletePerBlock(ns),DeleteMemAllocMB,DeleteTotalAllocMB,DeleteHeapObjects,DeletesCreatedHeapObjects,DeletesFreedHeapObjects,DeletesNetLiveHeapObjectChange
avlhashtree,exclusion_proof_only_after_10m_build_sample_2pct,10000000,10000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,667596294,3337,2871,9359,0,0,0,0.00,0.00,0,0,0,0
avlhashtree,exclusion_proof_only_after_25m_build_sample_2pct,25000000,25000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,2080521930,4161,3035,9999,0,0,0,0.00,0.00,0,0,0,0
avlhashtree,exclusion_proof_only_after_10k_build_sample_5pct,10000,10000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,643042,1286,1672,4202,0,0,0,0.00,0.00,0,0,0,0
avlhashtree,exclusion_proof_only_after_50k_build_sample_5pct,50000,50000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,1995090,798,1952,5050,0,0,0,0.00,0.00,0,0,0,0
avlhashtree,exclusion_proof_only_after_100k_build_sample_5pct,100000,100000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,3795940,759,2069,5134,0,0,0,0.00,0.00,0,0,0,0
avlhashtree,exclusion_proof_only_after_200k_build_sample_5pct,200000,200000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,12242170,1224,2189,5642,0,0,0,0.00,0.00,0,0,0,0
avlhashtree,exclusion_proof_only_after_300k_build_sample_5pct,300000,300000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,22063823,1470,2257,6099,0,0,0,0.00,0.00,0,0,0,0
avlhashtree,exclusion_proof_only_after_500k_build_sample_5pct,500000,500000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,50630838,2025,2347,7055,0,0,0,0.00,0.00,0,0,0,0
avlhashtree,exclusion_proof_only_after_700k_build_sample_5pct,700000,700000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,75896324,2168,2408,6835,0,0,0,0.00,0.00,0,0,0,0
avlhashtree,exclusion_proof_only_after_900k_build_sample_5pct,900000,900000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,87354165,1941,2452,6847,0,0,0,0.00,0.00,0,0,0,0
