TreeType,Scenario,PrebuildElements,FinalElements,InsertElements,InsertTime(ns),AvgPerBlock(ns),InsertTimeBuckets,MemAllocMB,TotalAllocMB,HeapObjects,CreatedHeapObjects,FreedHeapObjects,NetLiveHeapObjectChange,InclusionProofTotal(ns),InclusionProofGen(ns),InclusionProofSize(bytes),InclusionProofVerify(ns),ExclusionProofTotal(ns),ExclusionProofGen(ns),ExclusionProofSize(bytes),ExclusionProofVerify(ns),DeleteElements,DeleteTime(ns),AvgDeletePerBlock(ns),DeleteMemAllocMB,DeleteTotalAllocMB,DeleteHeapObjects,DeletesCreatedHeapObjects,DeletesFreedHeapObjects,DeletesNetLiveHeapObjectChange
smt,exclusion_proof_only_after_300k_build_sample_5pct,300000,300000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,79860357,5324,779,12086,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_500k_build_sample_5pct,500000,500000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,279266333,11170,807,17004,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_700k_build_sample_5pct,700000,700000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,254407819,7268,825,16016,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_900k_build_sample_5pct,900000,900000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,220417944,4898,839,12557,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_1m_build_sample_5pct,1000000,1000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,224519232,4490,845,12170,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_2m_build_sample_3pct,2000000,2000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,410529206,6842,883,13370,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_5m_build_sample_3pct,5000000,5000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,1121170640,7474,933,14774,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_10m_build_sample_2pct,10000000,10000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,1668725366,8343,971,15038,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_25m_build_sample_2pct,25000000,25000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,4699735518,9399,1022,16524,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_10k_build_sample_5pct,10000,10000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,1197998,2395,593,6924,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_50k_build_sample_5pct,50000,50000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,6994774,2797,681,7719,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_100k_build_sample_5pct,100000,100000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,19698627,3939,718,9433,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_200k_build_sample_5pct,200000,200000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,37105990,3710,757,9302,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_300k_build_sample_5pct,300000,300000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,61996453,4133,779,10450,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_500k_build_sample_5pct,500000,500000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,121289009,4851,807,11525,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_700k_build_sample_5pct,700000,700000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,188940462,5398,825,11691,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_900k_build_sample_5pct,900000,900000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,238977509,5310,839,12959,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_1m_build_sample_5pct,1000000,1000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,223594990,4471,845,12005,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_2m_build_sample_3pct,2000000,2000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,422928741,7048,883,13180,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_5m_build_sample_3pct,5000000,5000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,1138657013,7591,933,14641,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_10m_build_sample_2pct,10000000,10000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,1524931061,7624,971,13761,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_25m_build_sample_2pct,25000000,25000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,4476145133,8952,1022,16192,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_10k_build_sample_5pct,10000,10000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,1325531,2651,593,7567,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_50k_build_sample_5pct,50000,50000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,6838248,2735,681,7683,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_100k_build_sample_5pct,100000,100000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,19483187,3896,718,9192,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_200k_build_sample_5pct,200000,200000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,37356879,3735,757,9287,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_300k_build_sample_5pct,300000,300000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,56257775,3750,779,10145,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_500k_build_sample_5pct,500000,500000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,127281599,5091,807,11533,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_700k_build_sample_5pct,700000,700000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,192722422,5506,825,11914,0,0,0,0.00,0.00,0,0,0,0
